id	text_html	text_readable	gold_label	a	b	marker	raw_text
T3264091815	You need <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> service pack 2 to better view of "New Sinhala font version" (If you have XP service pack 2, please go to the 3rd step) (If you use <span style="color: #6CB219; font-weight: bold">Windows 98:[OBJECT_B]</span> please go to the 9th step)	You need *Windows XP* service pack 2 to better view of "New Sinhala font version" (If you have XP service pack 2, please go to the 3rd step) (If you use §Windows 98$ please go to the 9th step)		Windows XP	Windows 98	TRUE	You need Windows XP service pack 2 to better view of "New Sinhala font version" (If you have XP service pack 2, please go to the 3rd step) (If you use Windows 98 please go to the 9th step)
L1869242990	Offering superior compatibility with easy plug and play functionality, the Supersonic Boost XT delivers seamless compatibility with <span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span>, Windows 7, Windows Vista, <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span>, Windows 2000, Windows ME, Linux 2.4 and later, Mac OS9, X and later.	Offering superior compatibility with easy plug and play functionality, the Supersonic Boost XT delivers seamless compatibility with *Windows 8*, Windows 7, Windows Vista, §Windows XP$, Windows 2000, Windows ME, Linux 2.4 and later, Mac OS9, X and later.		Windows XP	Windows 8	TRUE	Offering superior compatibility with easy plug and play functionality, the Supersonic Boost XT delivers seamless compatibility with Windows 8, Windows 7, Windows Vista, Windows XP, Windows 2000, Windows ME, Linux 2.4 and later, Mac OS9, X and later.
H1167891330	I just move to <span style="color: #9A14B2; font-weight: bold">Eclipse:[OBJECT_A]</span> from <span style="color: #6CB219; font-weight: bold">NetBeans:[OBJECT_B]</span>.	I just move to *Eclipse* from §NetBeans$.		Eclipse	NetBeans	FALSE	I just move to Eclipse from NetBeans.
G1011767929	I am just saying he doesn't need <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span> for styling the images, css is simply the best route (faster, cleaner and simpler).	I am just saying he doesn't need *PHP*/§JavaScript$ for styling the images, css is simply the best route (faster, cleaner and simpler).		PHP	JavaScript	TRUE	I am just saying he doesn't need PHP/Javascript for styling the images, css is simply the best route (faster, cleaner and simpler).
T3240659807	You can find a decent <span style="color: #9A14B2; font-weight: bold">AWK:[OBJECT_A]</span> tutorial here and manual here ; <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span> stuff is almost anywhere and everywhere on the web.	You can find a decent *AWK* tutorial here and manual here ; §Perl$ stuff is almost anywhere and everywhere on the web.		Perl	AWK	TRUE	You can find a decent AWK tutorial here and manual here ; Perl stuff is almost anywhere and everywhere on the web.
I1372908367	It doesn't even matter that current Perl is more flexible or better or faster or cleaner than <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> or for that matter Perl itself from 2000.	It doesn't even matter that current Perl is more flexible or better or faster or cleaner than *Python* or §Ruby$ or for that matter Perl itself from 2000.		Ruby	Python	TRUE	It doesn't even matter that current Perl is more flexible or better or faster or cleaner than Python or Ruby or for that matter Perl itself from 2000.
A115610482	A better error message spares the need for the newbie D programmer to know what the linker is doing (eventually to program in D seriously you need to know why the linker is working, but asking such knowledge from day zero is not wise, especially because some future D programmer may come from <span style="color: #9A14B2; font-weight: bold">JavaScript:[OBJECT_A]</span>, Python, <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>, Java, etc where there is no experience about linkers).	A better error message spares the need for the newbie D programmer to know what the linker is doing (eventually to program in D seriously you need to know why the linker is working, but asking such knowledge from day zero is not wise, especially because some future D programmer may come from *JavaScript*, Python, §Ruby$, Java, etc where there is no experience about linkers).		Ruby	JavaScript	TRUE	A better error message spares the need for the newbie D programmer to know what the linker is doing (eventually to program in D seriously you need to know why the linker is working, but asking such knowledge from day zero is not wise, especially because some future D programmer may come from JavaScript, Python, Ruby, Java, etc where there is no experience about linkers).
I1327658916	IOW, there's no fun in <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> (unlike something more playful like <span style="color: #6CB219; font-weight: bold">Smalltalk:[OBJECT_B]</span>).	IOW, there's no fun in *Java* (unlike something more playful like §Smalltalk$).		Java	Smalltalk	FALSE	IOW, there's no fun in Java (unlike something more playful like Smalltalk).
D392583415	But I have still found no answer to this very questiong.No one has given me one good reason why <span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span> is better than <span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span>.	But I have still found no answer to this very questiong.No one has given me one good reason why *OpenGL* is better than §Direct3D$.		OpenGL	Direct3D	TRUE	But I have still found no answer to this very questiong.No one has given me one good reason why OpenGL is better than Direct3D.
F775347795	Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, <span style="color: #9A14B2; font-weight: bold">Lisp:[OBJECT_A]</span>, Smalltalk) but are harder to hit into large syntax languages such as <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>.	Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, *Lisp*, Smalltalk) but are harder to hit into large syntax languages such as §Java$.		Java	Lisp	TRUE	Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, Lisp, Smalltalk) but are harder to hit into large syntax languages such as Java.
M1979364764	Penetration of Windows 2000 wasn't really that great, <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> was better, but there's still a lot of people out there running <span style="color: #6CB219; font-weight: bold">Windows 98:[OBJECT_B]</span> in all honesty.	Penetration of Windows 2000 wasn't really that great, *Windows XP* was better, but there's still a lot of people out there running §Windows 98$ in all honesty.		Windows XP	Windows 98	TRUE	Penetration of Windows 2000 wasn't really that great, Windows XP was better, but there's still a lot of people out there running Windows 98 in all honesty.
L1812960418	No, it just means <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, Ruby, and <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> are doing better now than in the past.	No, it just means *Python*, Ruby, and §PHP$ are doing better now than in the past.		Python	PHP	TRUE	No, it just means Python, Ruby, and PHP are doing better now than in the past.
N2137847929	<span style="color: #9A14B2; font-weight: bold">Scala:[OBJECT_A]</span> probably embraces <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> better than any other language in the book.	*Scala* probably embraces §Java$ better than any other language in the book.		Java	Scala	TRUE	Scala probably embraces Java better than any other language in the book.
S3086907196	We take advantage of the fact we do not use ANSI_QUOTES , and so we are able to use nicer quoting scheme, as with <span style="color: #9A14B2; font-weight: bold">JavaScript:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>.	We take advantage of the fact we do not use ANSI_QUOTES , and so we are able to use nicer quoting scheme, as with *JavaScript* or §Python$.		Python	JavaScript	TRUE	We take advantage of the fact we do not use ANSI_QUOTES , and so we are able to use nicer quoting scheme, as with JavaScript or Python.
H1123392171	if your server has <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span> facilities, it would be much easier and definitely better to use it instead of <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>.	if your server has *PHP* facilities, it would be much easier and definitely better to use it instead of §JavaScript$.		PHP	JavaScript	TRUE	if your server has PHP facilities, it would be much easier and definitely better to use it instead of javascript.
P2473412463	The emphasis is surprisingly different: <span style="color: #9A14B2; font-weight: bold">Scala:[OBJECT_A]</span> is very much about better component oriented programming for the <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> platform.	The emphasis is surprisingly different: *Scala* is very much about better component oriented programming for the §Java$ platform.		Java	Scala	TRUE	The emphasis is surprisingly different: Scala is very much about better component oriented programming for the Java platform.
B313052205	Any decent unix system will have grep, <span style="color: #9A14B2; font-weight: bold">AWK:[OBJECT_A]</span>, and <span style="color: #6CB219; font-weight: bold">Sed:[OBJECT_B]</span>, which is all you need to get a report.	Any decent unix system will have grep, *AWK*, and §Sed$, which is all you need to get a report.		Sed	AWK	TRUE	Any decent unix system will have grep, awk, and sed, which is all you need to get a report.
G1056692690	I don't see a way that <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> is superior to <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span>.	I don't see a way that *Python* is superior to §Perl$.		Python	Perl	TRUE	I don't see a way that Python is superior to Perl.
B291753424	And <span style="color: #9A14B2; font-weight: bold">Windows Vista:[OBJECT_A]</span> sales are considerably slower than those of its predecessor, <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span>.	And *Windows Vista* sales are considerably slower than those of its predecessor, §Windows XP$.		Windows XP	Windows Vista	TRUE	And Windows Vista sales are considerably slower than those of its predecessor, Windows XP.
L1754065103	Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> clearly has many strengths that <span style="color: #6CB219; font-weight: bold">Lisp:[OBJECT_B]</span>/scheme lack, also vica versa.	Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. *Python* clearly has many strengths that §Lisp$/scheme lack, also vica versa.		Python	Lisp	TRUE	Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that LISP/scheme lack, also vica versa.
