,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
453,False,1/11/2018 19:19:10,3,1534177289,finalized,PHP,,JavaScript,,,J1545110799,WORSE,1.0,,True,JavaScript is not made to build files... PHP is probably a better tool to build js files with text files.,"<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> is not made to build files... <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> is probably a better tool to build js files with text files.",*JavaScript* is not made to build files... §PHP$ is probably a better tool to build js files with text files.,compsci
200,False,1/11/2018 19:29:05,3,1534177032,finalized,CUDA,,OpenCL,B,,D538987468,BETTER,0.6684,,True,"CUDA has much better support than AMD or OpenCL, try to get AMD to help you to debug your code, and you will see what happen!","<span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> has much better support than AMD or <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>, try to get AMD to help you to debug your code, and you will see what happen!","*CUDA* has much better support than AMD or §OpenCL$, try to get AMD to help you to debug your code, and you will see what happen!",compsci
22,False,1/11/2018 13:00:13,3,1534176852,finalized,Java,,PHP,W,,M1996478726,WORSE,1.0,,True,PHP is slower than Java but scales nicely anyway.,"<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> but scales nicely anyway.",*PHP* is slower than §Java$ but scales nicely anyway.,compsci
173,False,1/12/2018 18:45:36,3,1543286683,finalized,steel,,aluminum,,N,O2323374725,NONE,1.0,,True,"Superior quality Due to steel and aluminum construction, the Rosewill RHTB-11014FT provides solid mounting for your TV.","Superior quality Due to <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> construction, the Rosewill RHTB-11014FT provides solid mounting for your TV.","Superior quality Due to *steel* and §aluminum$ construction, the Rosewill RHTB-11014FT provides solid mounting for your TV.",jbt
39,False,1/5/2018 17:16:55,3,1532714417,finalized,Advil,,Motrin,N,,G1044530566,NONE,1.0,,False,I didn't know that Motrin and Advil are the same!,"I didn't know that <span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> are the same!",I didn't know that *Motrin* and §Advil$ are the same!,brands
34,False,1/11/2018 12:32:50,3,1534176864,finalized,Ruby,,JavaScript,O,,O2402956848,NONE,0.6346,,True,"The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from Ruby on Rails to Node.js, a server-side JavaScript development technology that's barely a year old but already rapidly gaining traction.","The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails to Node.js, a server-side <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> development technology that's barely a year old but already rapidly gaining traction.","The app is two to 10 times faster on the client side than its predecessor, and on the server side, it's using a fraction of the resources, thanks to a switch from *Ruby* on Rails to Node.js, a server-side §JavaScript$ development technology that's barely a year old but already rapidly gaining traction.",compsci
68,False,1/5/2018 18:22:07,4,1532714447,finalized,Cadillac,,Buick,N,,K1585084216,NONE,0.7866,,True,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,"Kevin Eagleburger/Superior <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> and DeWayne Black/Hendrick Motorsports 37:52",Kevin Eagleburger/Superior *Buick* §Cadillac$ and DeWayne Black/Hendrick Motorsports 37:52,brands
71,False,1/12/2018 13:38:27,3,1543286579,finalized,football,,golf,,N,N2228633014,NONE,0.6689,,True,"Soccer, men's and women's track and field, baseball, golf, softball and football have the ability to practice in a safer, more comfortable environment.","Soccer, men's and women's track and field, baseball, <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, softball and <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> have the ability to practice in a safer, more comfortable environment.","Soccer, men's and women's track and field, baseball, *golf*, softball and §football$ have the ability to practice in a safer, more comfortable environment.",jbt
385,False,1/12/2018 17:17:22,3,1543286896,finalized,kennedy,,nixon,,,K1583796139,NONE,0.6626,,True,"kennedy was searching for a political weapon to offset the superior background in national security affairs of his opponent, nixon.","<span style=""color: #9A14B2; font-weight: bold"">kennedy:[OBJECT_A]</span> was searching for a political weapon to offset the superior background in national security affairs of his opponent, <span style=""color: #6CB219; font-weight: bold"">nixon:[OBJECT_B]</span>.","*kennedy* was searching for a political weapon to offset the superior background in national security affairs of his opponent, §nixon$.",jbt
116,False,1/5/2018 17:18:18,3,1532714495,finalized,Ford,,Chevrolet,B,,G1062012438,BETTER,1.0,,True,I drive a Chevrolet Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think Ford or Chrysler has done any better?,"I drive a <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> or Chrysler has done any better?",I drive a *Chevrolet* Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think §Ford$ or Chrysler has done any better?,brands
208,False,1/11/2018 19:30:25,5,1534177040,finalized,PHP,,Perl,B,,M1996477634,BETTER,0.8009,,True,PHP is much easier than Perl to get started in.,"<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is much easier than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> to get started in.",*PHP* is much easier than §Perl$ to get started in.,compsci
239,False,1/11/2018 19:23:37,3,1534177071,finalized,Java,,Scala,B,,G976657289,BETTER,1.0,,True,"However, I think Scala makes it easier to build and test JBoss AS extensions/subsystems compared to Java .","However, I think <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> makes it easier to build and test JBoss AS extensions/subsystems compared to <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> .","However, I think *Scala* makes it easier to build and test JBoss AS extensions/subsystems compared to §Java$ .",compsci
293,False,1/11/2018 19:30:15,4,1534177125,finalized,Windows XP,,Windows 8,,,S3059253326,NONE,0.747,,True,"Welcome to the 4 th of my operating system tweak guides, Tweaking Windows 8. Like the Windows XP (first version created in 2002!), Vista, and Seven guides before it, the aim of this guide is to make your Windows experience a little better.","Welcome to the 4 th of my operating system tweak guides, Tweaking <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>. Like the <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> (first version created in 2002!), Vista, and Seven guides before it, the aim of this guide is to make your Windows experience a little better.","Welcome to the 4 th of my operating system tweak guides, Tweaking *Windows 8*. Like the §Windows XP$ (first version created in 2002!), Vista, and Seven guides before it, the aim of this guide is to make your Windows experience a little better.",compsci
33,False,1/5/2018 17:20:39,3,1532714411,finalized,Samsung,,Toshiba,N,,N2130942000,OTHER,0.6633,,True,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> said it will ship a 2.5-inch 128 solid state drive in Q2 while <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.",*Samsung* said it will ship a 2.5-inch 128 solid state drive in Q2 while §Toshiba$ has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,brands
125,False,1/5/2018 17:25:50,3,1532714504,finalized,Google,,Amazon,B,,H1229744488,BETTER,1.0,,True,"In addition, Google claims it will offer 50% better value than other leading cloud providers, namely Amazon.","In addition, <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> claims it will offer 50% better value than other leading cloud providers, namely <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>.","In addition, *Google* claims it will offer 50% better value than other leading cloud providers, namely §Amazon$.",brands
11,False,1/5/2018 17:09:51,3,1532714389,finalized,Intel,,Dell,N,,E563972966,NONE,1.0,,True,"Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel.","<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> ""considered"" AMD publicly a few times, just to get a better deal with <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span>.","*Dell* ""considered"" AMD publicly a few times, just to get a better deal with §Intel$.",brands
63,False,1/12/2018 13:38:22,3,1543286571,finalized,lumber,,plywood,,N,M1933621917,NONE,0.7048,,True,"or may become one, use better lumber.(plywood)","or may become one, use better <span style=""color: #9A14B2; font-weight: bold"">lumber:[OBJECT_A]</span>.(<span style=""color: #6CB219; font-weight: bold"">plywood:[OBJECT_B]</span>)","or may become one, use better *lumber*.(§plywood$)",jbt
447,False,1/12/2018 18:14:05,3,1543286961,finalized,football,,tennis,,,S3109498764,NONE,1.0,,True,What is better than combining relaxation by the swimming pool with sports like tennis and football?,"What is better than combining relaxation by the swimming pool with sports like <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span>?",What is better than combining relaxation by the swimming pool with sports like *tennis* and §football$?,jbt
63,False,1/11/2018 12:32:12,3,1534176893,finalized,MySQL,,SQLite,O,,I1344274849,OTHER,0.6633,,True,is better supported than the MySQL/SQLite one).,"is better supported than the <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">SQLite:[OBJECT_B]</span> one).",is better supported than the *MySQL*/§SQLite$ one).,compsci
347,False,1/12/2018 17:13:54,3,1543286858,finalized,fox,,cnn,,,I1377007203,BETTER,0.6561,,True,"It gets better-this is cnn, not fox.","It gets better-this is <span style=""color: #9A14B2; font-weight: bold"">cnn:[OBJECT_A]</span>, not <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span>.","It gets better-this is *cnn*, not §fox$.",jbt
210,False,1/5/2018 17:15:17,3,1532714591,finalized,Microsoft,,Google,,,F824601019,BETTER,0.6702,,True,Google Makes it Easier to Dump Microsoft Office #io14,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Makes it Easier to Dump <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Office #io14",*Google* Makes it Easier to Dump §Microsoft$ Office #io14,brands
172,False,1/5/2018 18:08:10,3,1532714552,finalized,Toyota,,Nissan,,,O2381879450,NONE,1.0,,True,"thats why cars like the Nissan livina, perodua myvi,Toyota vios, etc are selling so well, even if there are superior alternatives.","thats why cars like the <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> livina, perodua myvi,<span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> vios, etc are selling so well, even if there are superior alternatives.","thats why cars like the *Nissan* livina, perodua myvi,§Toyota$ vios, etc are selling so well, even if there are superior alternatives.",brands
3,False,1/11/2018 13:03:12,3,1534176833,finalized,USB,,Bluetooth,W,,L1868520095,WORSE,1.0,,True,"Of course you also have the option of the USB, but personally I liked the Bluetooth better.","Of course you also have the option of the <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, but personally I liked the <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> better.","Of course you also have the option of the *USB*, but personally I liked the §Bluetooth$ better.",compsci
237,False,1/11/2018 19:16:50,3,1534177069,finalized,Ruby,,Python,B,,M2054183869,BETTER,1.0,,True,"Python, in my informal tests, is a bit faster than Ruby -- anywhere from 10% to 40%.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, in my informal tests, is a bit faster than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> -- anywhere from 10% to 40%.","*Python*, in my informal tests, is a bit faster than §Ruby$ -- anywhere from 10% to 40%.",compsci
111,False,1/5/2018 17:23:41,3,1532714490,finalized,Nikon,,Leica,B,,D488851592,BETTER,1.0,,True,Clearly Leica are better at using that space than Nikon.,"Clearly <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> are better at using that space than <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>.",Clearly *Leica* are better at using that space than §Nikon$.,brands
97,False,1/11/2018 12:36:53,3,1534176927,finalized,Java,,Ruby,N,,N2120533556,NONE,1.0,,False,"- Ruby, Python, PHP, Java: clients updated","- <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, Python, PHP, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>: clients updated","- *Ruby*, Python, PHP, §Java$: clients updated",compsci
