,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
983,False,2/12/2018 18:53:55,3,1576122480,finalized,google,,youtube,,,F824602469,NONE,0.6857,,,True,,google makes youtube load faster,"<span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> makes <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> load faster",*google* makes §youtube$ load faster,jbt,0,1,2,3,0,NONE,2.0,0.6666666666666666
1691,False,2/17/2018 15:29:49,3,1576062577,finalized,MySQL,,PostgreSQL,,,I1263728543,BETTER,0.6467,,,True,,"In general PostgreSQL is faster at complex queries with a lot of joins and such, while MySQL is faster at simple queries such as primary key look up.","In general <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is faster at complex queries with a lot of joins and such, while <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> is faster at simple queries such as primary key look up.","In general *PostgreSQL* is faster at complex queries with a lot of joins and such, while §MySQL$ is faster at simple queries such as primary key look up.",compsci,2,0,1,3,0,BETTER,2.0,0.6666666666666666
738,False,2/5/2018 16:40:36,3,1576122233,finalized,milk,,juice,,,O2383928824,BETTER,0.6662,,,True,,That usually stock this cooler with 16oz milk on the top then juice.,"That usually stock this cooler with 16oz <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> on the top then <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>.",That usually stock this cooler with 16oz *milk* on the top then §juice$.,jbt,2,0,1,3,0,BETTER,2.0,0.6666666666666666
269,False,1/12/2018 18:49:24,4,1543286779,finalized,google,,amazon,,,N2162206821,NONE,0.5406,,,True,,Servers controlled by companies like google and amazon are safer than most people's local machines.,"Servers controlled by companies like <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> are safer than most people's local machines.",Servers controlled by companies like *google* and §amazon$ are safer than most people's local machines.,jbt,0,0,4,4,0,NONE,4.0,1.0
870,False,2/12/2018 18:56:48,3,1576122366,finalized,steel,,aluminum,,,E690769957,NONE,1.0,,,True,,Extruded aluminum Frame with Solid steel Support,"Extruded <span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> Frame with Solid <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> Support",Extruded *aluminum* Frame with Solid §steel$ Support,jbt,0,0,3,3,0,NONE,3.0,1.0
450,False,1/12/2018 18:47:24,3,1543286964,finalized,amazon,,hulu,,,I1258224104,NONE,0.6759999999999999,,,True,,"In fact, in many ways it is worse than other connected-TV offerings because it does not have a hulu Plus app or a dedicated amazon video app.","In fact, in many ways it is worse than other connected-TV offerings because it does not have a <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span> Plus app or a dedicated <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> video app.","In fact, in many ways it is worse than other connected-TV offerings because it does not have a *hulu* Plus app or a dedicated §amazon$ video app.",jbt,0,0,3,3,0,NONE,3.0,1.0
347,False,2/5/2018 15:54:17,3,1576061225,finalized,Ruby,,PHP,,,H1078866591,BETTER,1.0,,,True,,"I find that while its true that Ruby may have less libs than PHP, the quality of these libs is vastly superior.","I find that while its true that <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> may have less libs than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, the quality of these libs is vastly superior.","I find that while its true that *Ruby* may have less libs than §PHP$, the quality of these libs is vastly superior.",compsci,3,0,0,3,0,BETTER,3.0,1.0
1119,False,2/18/2018 14:02:19,3,1572199056,finalized,Apple,,Amazon,,,D445132738,NONE,1.0,,,True,,Can Apple and Amazon Make TV Better?,"Can <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Make TV Better?",Can *Apple* and §Amazon$ Make TV Better?,brands,0,0,5,5,0,NONE,5.0,1.0
1495,False,2/18/2018 15:33:40,3,1572199446,finalized,Toyota,,Honda,,,G959072971,NONE,1.0,,,False,,"Honda, Toyota, GM, etc.","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, GM, etc.","*Honda*, §Toyota$, GM, etc.",brands,0,0,5,5,0,NONE,5.0,1.0
1439,False,2/18/2018 15:38:32,3,1572199390,finalized,Apple,,IBM,,,G969489253,NONE,0.6954,,,True,,"How do I know that this is a better place then where the brains of Google are, or Apple, or IBM.","How do I know that this is a better place then where the brains of Google are, or <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, or <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.","How do I know that this is a better place then where the brains of Google are, or *Apple*, or §IBM$.",brands,1,0,4,5,0,NONE,4.0,0.8
602,False,2/5/2018 18:13:48,3,1576061484,finalized,Eclipse,,NetBeans,,,N2121695387,NONE,1.0,,,False,,Run NetBeans from Eclipse?,"Run <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> from <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>?",Run *NetBeans* from §Eclipse$?,compsci,0,0,3,3,0,NONE,3.0,1.0
165,False,2/2/2018 18:09:02,3,1572198075,finalized,Microsoft,,Google,,,B257259255,NONE,1.0,,,True,,"And if Google, Microsoft et al help, even better.","And if <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> et al help, even better.","And if *Google*, §Microsoft$ et al help, even better.",brands,0,0,5,5,0,NONE,5.0,1.0
400,False,2/5/2018 15:54:11,3,1576061280,finalized,Java,,Scala,,,H1176221358,NONE,0.6667,,,True,,I know you can write Scala as a 'better Java'.,"I know you can write <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> as a 'better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>'.",I know you can write *Scala* as a 'better §Java$'.,compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
1649,False,2/15/2018 11:31:20,3,1576123617,finalized,facebook,,youtube,,,N2169915219,NONE,1.0,,,True,,"Sharing images to social sharing sites such as facebook, Picasa, youtube and Photobucket couldn't be easier.","Sharing images to social sharing sites such as <span style=""color: #9A14B2; font-weight: bold"">facebook:[OBJECT_A]</span>, Picasa, <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> and Photobucket couldn't be easier.","Sharing images to social sharing sites such as *facebook*, Picasa, §youtube$ and Photobucket couldn't be easier.",jbt,0,0,3,3,0,NONE,3.0,1.0
231,False,1/5/2018 17:12:03,3,1532714612,finalized,Ford,,BMW,,,M2076375766,NONE,1.0,,,True,,"Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , Ford , and BMW  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.","Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> , and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.","Recent improvements in the performance of thermoelectric (TE) semiconductors-perhaps most familiar as the solid-state devices that heat and chill luxury car seats-has prompted the U.S. Department of Energy (DOE) to help fund researchers at General Motors , *Ford* , and §BMW$  find out if the materials could recapture energy that is lost in engine exhaust by turning waste heat into electricity.",brands,0,0,5,5,0,NONE,5.0,1.0
87,False,1/12/2018 13:37:09,3,1543286595,finalized,wedding,,birthday,,N,F855403663,NONE,1.0,,,True,,"Having an entertainment, birthday, wedding, or corporate parties DJ improves the fun and provides everyone a much better experience.","Having an entertainment, <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span>, or corporate parties DJ improves the fun and provides everyone a much better experience.","Having an entertainment, *birthday*, §wedding$, or corporate parties DJ improves the fun and provides everyone a much better experience.",jbt,0,0,3,3,0,NONE,3.0,1.0
1603,False,2/15/2018 11:32:01,3,1576123569,finalized,metal,,concrete,,,C370649244,NONE,1.0,,,True,,A solid concrete base is important for firmly setting wood or metal posts.,"A solid <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> base is important for firmly setting wood or <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> posts.",A solid *concrete* base is important for firmly setting wood or §metal$ posts.,jbt,0,0,3,3,0,NONE,3.0,1.0
599,False,1/27/2018 19:02:29,3,1534177436,finalized,Java,,Python,,,L1843658284,NONE,0.6236,,,True,,"Now for some reason the more I learn Python, the faster I can do things in Java.","Now for some reason the more I learn <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, the faster I can do things in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","Now for some reason the more I learn *Python*, the faster I can do things in §Java$.",compsci,0,0,3,3,0,NONE,3.0,1.0
32,False,2/2/2018 18:12:31,4,1572197940,finalized,Toyota,,BMW,,,F790672632,NONE,1.0,,,True,,"Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like Toyota BMW honda that entered the champ with loads of money but no major success","Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> honda that entered the champ with loads of money but no major success","Funny, i was thinking on that too anyway despite being a ferrari fan redbull deserve this for last year for all jaguar years and sponsoring years with sauber and afterwards they show how new teams can prevail on f1 and maybe better than auto companys like *Toyota* §BMW$ honda that entered the champ with loads of money but no major success",brands,0,0,6,6,0,NONE,6.0,1.0
993,False,2/12/2018 19:57:06,3,1576122490,finalized,youtube,,itunes,,,T3220088835,NONE,1.0,,,True,,Yale has partnered with Google/youtube and Apple itunes U to make the courses even more accessible and to allow faster downloads.,"Yale has partnered with Google/<span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span> and Apple <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> U to make the courses even more accessible and to allow faster downloads.",Yale has partnered with Google/*youtube* and Apple §itunes$ U to make the courses even more accessible and to allow faster downloads.,jbt,0,0,3,3,0,NONE,3.0,1.0
652,False,2/3/2018 13:14:49,3,1572198582,finalized,Honda,,Nissan,,,K1671602551,NONE,1.0,,,False,,Manufacturer: Any Mazda BMW Ford Honda Nissan,"Manufacturer: Any Mazda BMW Ford <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>",Manufacturer: Any Mazda BMW Ford *Honda* §Nissan$,brands,0,0,5,5,0,NONE,5.0,1.0
1396,False,2/18/2018 15:32:41,3,1572199347,finalized,Nikon,,Leica,,,O2289993533,NONE,1.0,,,True,,"Stable support and solid design     Accomodates a variety of stage inserts     Compatible with Nikon, Olympus, Zeiss and Leica upright and inverted microscopes","Stable support and solid design     Accomodates a variety of stage inserts     Compatible with <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, Olympus, Zeiss and <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> upright and inverted microscopes","Stable support and solid design     Accomodates a variety of stage inserts     Compatible with *Nikon*, Olympus, Zeiss and §Leica$ upright and inverted microscopes",brands,0,0,5,5,0,NONE,5.0,1.0
715,False,2/3/2018 13:21:34,3,1572198646,finalized,Sony,,Dell,,,B231907232,NONE,1.0,,,True,,"amazon played their cards right on this one I love apple and all their products but you have to admit apple is a little big headed right now, just like they caught microsoft ,Dell, Sony etc sleeping I think amazon just caught them , they can try to play the ipad 3 shortage game like they did for the ipad 2 if they want they just better hope they sell enough to break even.","amazon played their cards right on this one I love apple and all their products but you have to admit apple is a little big headed right now, just like they caught microsoft ,<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> etc sleeping I think amazon just caught them , they can try to play the ipad 3 shortage game like they did for the ipad 2 if they want they just better hope they sell enough to break even.","amazon played their cards right on this one I love apple and all their products but you have to admit apple is a little big headed right now, just like they caught microsoft ,*Dell*, §Sony$ etc sleeping I think amazon just caught them , they can try to play the ipad 3 shortage game like they did for the ipad 2 if they want they just better hope they sell enough to break even.",brands,0,0,5,5,0,NONE,5.0,1.0
149,False,1/12/2018 16:44:33,3,1543286659,finalized,metal,,aluminum,,N,H1076325882,NONE,0.6545,,,True,,if i ever got serious with pedals i would go for a nicer metal/aluminum case.,"if i ever got serious with pedals i would go for a nicer <span style=""color: #9A14B2; font-weight: bold"">metal:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> case.",if i ever got serious with pedals i would go for a nicer *metal*/§aluminum$ case.,jbt,1,0,2,3,0,NONE,2.0,0.6666666666666666
260,False,1/11/2018 19:29:48,4,1534177092,finalized,USB,,Ethernet,,,E663367561,BETTER,1.0,,,True,,Ethernet cables will be faster than USB and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.,"<span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> cables will be faster than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.",*Ethernet* cables will be faster than §USB$ and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.,compsci,4,0,0,4,0,BETTER,4.0,1.0
139,False,2/5/2018 14:58:06,3,1576121628,finalized,bread,,pasta,,,M1972573853,BETTER,1.0,,,True,,pasta is way easier to make than bread.,"<span style=""color: #9A14B2; font-weight: bold"">pasta:[OBJECT_A]</span> is way easier to make than <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>.",*pasta* is way easier to make than §bread$.,jbt,3,0,0,3,0,BETTER,3.0,1.0
637,False,2/5/2018 18:24:18,3,1576061519,finalized,Java,,Haskell,,,M1934749573,NONE,1.0,,,True,,"or Ruby or Haskell, or C# or Java, or CLisp... it might be better to","or Ruby or <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, or C# or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, or CLisp... it might be better to","or Ruby or *Haskell*, or C# or §Java$, or CLisp... it might be better to",compsci,0,0,3,3,0,NONE,3.0,1.0
