,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
1448,1576062333,False,finalized,3,2/17/2018 15:27:32,WORSE,0.6923,Java,,Scala,,M1939331226,,True,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).","Other JVM languages - <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is a solid od workhorse, but the real innovation is happening with the new JVM langauges (<span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span>, Clojure in particular).","Other JVM languages - *Java* is a solid od workhorse, but the real innovation is happening with the new JVM langauges (§Scala$, Clojure in particular).",compsci
160,1576061035,False,finalized,3,2/5/2018 13:46:43,NONE,1.0,Ruby,,Python,,I1409596249,,True,"It is much faster than Ruby, Python, or Perl.","It is much faster than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, or Perl.","It is much faster than *Ruby*, §Python$, or Perl.",compsci
559,1576061439,False,finalized,3,2/5/2018 18:15:27,BETTER,1.0,Java,,PHP,,H1087976118,,True,I found the JS and PHP lib easier to work with than the Java ones.,"I found the JS and <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> lib easier to work with than the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> ones.",I found the JS and *PHP* lib easier to work with than the §Java$ ones.,compsci
1075,1576061959,False,finalized,3,2/16/2018 08:44:40,NONE,1.0,Ruby,,Perl,,L1766920215,,True,"My goal is to progress into the more powerful languages ( C, C#, C++, Ruby, Perl,) and better understand the ones I know.","My goal is to progress into the more powerful languages ( C, C#, C++, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>,) and better understand the ones I know.","My goal is to progress into the more powerful languages ( C, C#, C++, *Ruby*, §Perl$,) and better understand the ones I know.",compsci
419,1534177255,False,finalized,3,1/11/2018 19:29:29,BETTER,1.0,Windows 7,,Windows 8,,T3184474294,,True,Windows 8 is technically superior to Windows 7. That's not the issue.,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is technically superior to <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>. That's not the issue.",*Windows 8* is technically superior to §Windows 7$. That's not the issue.,compsci
7,1576060881,False,finalized,3,2/5/2018 12:29:46,NONE,1.0,Ruby,,Python,,D492539996,,True,"Clojure performance is not terrific, but is orders of magnitude faster than Ruby, Python, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, or Javascript.","Clojure performance is not terrific, but is orders of magnitude faster than *Ruby*, §Python$, or Javascript.",compsci
267,1534177099,False,finalized,3,1/11/2018 19:11:40,NONE,0.3536,Eclipse,,NetBeans,,I1337515914,,False,"I recommend Eclipse, but others like Netbeans.","I recommend <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, but others like <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.","I recommend *Eclipse*, but others like §NetBeans$.",compsci
320,1576061198,False,finalized,3,2/5/2018 15:53:05,NONE,1.0,Oracle,,MySQL,,K1647456150,,False,Looking at MySQL and Oracle,"Looking at <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",Looking at *MySQL* and §Oracle$,compsci
281,1576061157,False,finalized,3,2/5/2018 16:33:28,NONE,0.6769,PHP,,JavaScript,,K1588658642,,True,"Kind of a toss up as to which is easier, depending on how good your PHP coding is compared to your JavaScript coding.","Kind of a toss up as to which is easier, depending on how good your <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> coding is compared to your <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> coding.","Kind of a toss up as to which is easier, depending on how good your *PHP* coding is compared to your §JavaScript$ coding.",compsci
1484,1576062369,False,finalized,3,2/17/2018 15:30:45,WORSE,1.0,Windows XP,,Windows 98,,E673909808,,True,"Even without that killer app, people who do upgrade from older versions, such as Windows 98, are likely to find Windows XP to be ""a better version of Windows than a lot of people have realized,"" Cherry said.","Even without that killer app, people who do upgrade from older versions, such as <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, are likely to find <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> to be ""a better version of Windows than a lot of people have realized,"" Cherry said.","Even without that killer app, people who do upgrade from older versions, such as *Windows 98*, are likely to find §Windows XP$ to be ""a better version of Windows than a lot of people have realized,"" Cherry said.",compsci
97,1534176927,False,finalized,3,1/11/2018 12:36:53,NONE,1.0,Java,,Ruby,N,N2120533556,,False,"- Ruby, Python, PHP, Java: clients updated","- <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, Python, PHP, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>: clients updated","- *Ruby*, Python, PHP, §Java$: clients updated",compsci
1035,1576061919,False,finalized,3,2/16/2018 08:43:47,NONE,1.0,Java,,Smalltalk,,C368089076,,False,A Smalltalk/Java Hybrid,"A <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Hybrid",A *Smalltalk*/§Java$ Hybrid,compsci
1271,1576062155,False,finalized,3,2/16/2018 10:04:03,NONE,1.0,Windows XP,,Windows 8,,T3184746962,,True,"- Windows XP SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, Windows 8 x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)","- <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)","- *Windows XP* SP3, Vista x64/x32 SP2, Windows 7 x64/x32 SP1, §Windows 8$ x64/x32 - Intel Core Duo or AMD Athlon X2 processor (Intel Core 2 Duo or AMD Athlon X4 or better recommended) - 2 GB RAM (4 GB or more recommended)",compsci
1467,1576062352,False,finalized,3,2/17/2018 15:26:13,NONE,1.0,USB,,Ethernet,,D416694323,,True,"But the Roku 3 has a faster processor, plus a USB port and an Ethernet jack for a wired network connection, which aren't available on the other models.","But the Roku 3 has a faster processor, plus a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> port and an <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> jack for a wired network connection, which aren't available on the other models.","But the Roku 3 has a faster processor, plus a *USB* port and an §Ethernet$ jack for a wired network connection, which aren't available on the other models.",compsci
458,1576061338,False,finalized,3,2/5/2018 15:53:50,WORSE,0.6596,Windows XP,,Windows 98,,J1493057417,,True,"It wouldn't play at all on my Windows XP laptop, and played poorly on my desktop computer with Windows 98 installed.","It wouldn't play at all on my <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> laptop, and played poorly on my desktop computer with <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span> installed.","It wouldn't play at all on my *Windows XP* laptop, and played poorly on my desktop computer with §Windows 98$ installed.",compsci
1410,1576062295,False,finalized,3,2/16/2018 10:09:34,NONE,1.0,Swift,,Objective-C,,G1035743263,,False,I converted the Objective-C app Dropit from the Stanford CS193P course to Swift.,"I converted the <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> app Dropit from the Stanford CS193P course to <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",I converted the *Objective-C* app Dropit from the Stanford CS193P course to §Swift$.,compsci
1510,1576062396,False,finalized,3,2/17/2018 15:31:06,NONE,1.0,Python,,Lisp,,K1636295485,,True,"Lisp, Smalltalk, Python, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.","<span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span>, Smalltalk, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.","*Lisp*, Smalltalk, §Python$, gosh, I could probably name 20 or 30 languages that are ""better"" than Perl, inasmuch as they don't look like that Sperm Whale that exploded in the streets of Taiwan over the summer.",compsci
573,1576061453,False,finalized,3,2/5/2018 18:14:24,NONE,1.0,PHP,,Perl,,J1510320062,,True,"I want PHP, MySQL, Perl on the server with SSH access and a decent transfer limit.","I want <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, MySQL, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> on the server with SSH access and a decent transfer limit.","I want *PHP*, MySQL, §Perl$ on the server with SSH access and a decent transfer limit.",compsci
58,1534176888,False,finalized,3,1/11/2018 12:35:30,NONE,0.7070000000000001,Python,,Lisp,O,S2987441450,,True,"Using the techniques of today, it looks like the best one can do is essentially to construct a Turing machine that explicitly enumerates the theorems of PA or ZFC-in which case the numerical bounds would be absolutely terrible, since one would need to code up the axiom schema, the inference rules of first-order logic, etc. (Probably the situation is somewhat better in a programming language like Lisp or Python.)","Using the techniques of today, it looks like the best one can do is essentially to construct a Turing machine that explicitly enumerates the theorems of PA or ZFC-in which case the numerical bounds would be absolutely terrible, since one would need to code up the axiom schema, the inference rules of first-order logic, etc. (Probably the situation is somewhat better in a programming language like <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.)","Using the techniques of today, it looks like the best one can do is essentially to construct a Turing machine that explicitly enumerates the theorems of PA or ZFC-in which case the numerical bounds would be absolutely terrible, since one would need to code up the axiom schema, the inference rules of first-order logic, etc. (Probably the situation is somewhat better in a programming language like *Lisp* or §Python$.)",compsci
393,1576061271,False,finalized,3,2/5/2018 16:22:14,NONE,1.0,Java,,PHP,,H1204799230,,True,"I'm into programming languages, and I know many that have better designs than Java and PHP.","I'm into programming languages, and I know many that have better designs than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","I'm into programming languages, and I know many that have better designs than *Java* and §PHP$.",compsci
613,1576061495,False,finalized,3,2/5/2018 18:15:46,NONE,1.0,Java,,Python,,B217655534,,True,"Also programming languages (Vala, Mono, Java, python, etc), but those are much harder to get right.","Also programming languages (Vala, Mono, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, etc), but those are much harder to get right.","Also programming languages (Vala, Mono, *Java*, §Python$, etc), but those are much harder to get right.",compsci
668,1576061550,False,finalized,4,2/5/2018 18:16:40,BETTER,0.7516,Java,,Lisp,,D505085864,,True,"Common Lisp is a bit less strongly functionally-oriented, but it still supports it better than, say, C or Java, by having first-class functions and closures.","Common <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> is a bit less strongly functionally-oriented, but it still supports it better than, say, C or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, by having first-class functions and closures.","Common *Lisp* is a bit less strongly functionally-oriented, but it still supports it better than, say, C or §Java$, by having first-class functions and closures.",compsci
453,1576061333,False,finalized,3,2/5/2018 15:53:46,BETTER,1.0,MySQL,,PostgreSQL,,T3168747862,,True,WHITE PAPER: Many IT professionals generally recognize that PostgreSQL is better suited for enterprise database responsibilities than MySQL.,"WHITE PAPER: Many IT professionals generally recognize that <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is better suited for enterprise database responsibilities than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",WHITE PAPER: Many IT professionals generally recognize that *PostgreSQL* is better suited for enterprise database responsibilities than §MySQL$.,compsci
635,1534177472,False,finalized,5,1/27/2018 18:53:14,BETTER,1.0,OpenGL,,Direct3D,,B216956985,,True,Also note that in most cases the Direct3D rendering performed much better then the OpenGL...,"Also note that in most cases the <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> rendering performed much better then the <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>...",Also note that in most cases the *Direct3D* rendering performed much better then the §OpenGL$...,compsci
