a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
PHP,,JavaScript,,E566812569,True,"Depending on how you want to validate user inputs, it may be easier to use javascript or you can achieve this with PHP.","Depending on how you want to validate user inputs, it may be easier to use <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> or you can achieve this with <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","Depending on how you want to validate user inputs, it may be easier to use *JavaScript* or you can achieve this with §PHP$."
Windows 7,,Windows 8,,H1209635104,True,I'm not saying Windows 8 is worse than Windows 7 - I believe it has better features and so on.,"I'm not saying <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is worse than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> - I believe it has better features and so on.",I'm not saying *Windows 8* is worse than §Windows 7$ - I believe it has better features and so on.
Swift,,Objective-C,,O2337386407,False,Take Swift vs Objective-C.,"Take <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> vs <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.",Take *Swift* vs §Objective-C$.
Ruby,,Perl,,N2243635250,True,"Solid database experience using MySQL... Eligo Technology are a leading IT Technical and Open Source consultancy specialising in developer jobs including Perl Developer jobs, Ruby-on-Rails...","Solid database experience using MySQL... Eligo Technology are a leading IT Technical and Open Source consultancy specialising in developer jobs including <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> Developer jobs, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>-on-Rails...","Solid database experience using MySQL... Eligo Technology are a leading IT Technical and Open Source consultancy specialising in developer jobs including *Perl* Developer jobs, §Ruby$-on-Rails..."
OpenGL,,Direct3D,,C362812624,True,"A single ray execution model makes building custom techniques straightforward, while state of the art acceleration structures (such as BVH), cutting edge traversal algorithms, load balancing, recursion, parallelism (across CUDA Cores and GPUs), out of core processing, and interop with OpenGL, Direct3D and CUDA, makes ray tracing development far easier than alternative approaches.","A single ray execution model makes building custom techniques straightforward, while state of the art acceleration structures (such as BVH), cutting edge traversal algorithms, load balancing, recursion, parallelism (across CUDA Cores and GPUs), out of core processing, and interop with <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> and CUDA, makes ray tracing development far easier than alternative approaches.","A single ray execution model makes building custom techniques straightforward, while state of the art acceleration structures (such as BVH), cutting edge traversal algorithms, load balancing, recursion, parallelism (across CUDA Cores and GPUs), out of core processing, and interop with *OpenGL*, §Direct3D$ and CUDA, makes ray tracing development far easier than alternative approaches."
Ruby,,Python,,G972964114,True,"However even after I compiled groovy code, to java bytecode, it still ran much slower than python and ruby.","However even after I compiled groovy code, to java bytecode, it still ran much slower than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.","However even after I compiled groovy code, to java bytecode, it still ran much slower than *Python* and §Ruby$."
Oracle,,MySQL,,B325811304,False,Appendix - Oracle MySQL,"Appendix - <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",Appendix - *Oracle* §MySQL$
Java,,Python,,H1191038674,True,I'm a better Java programmer today because of what I've learned from Python.,"I'm a better <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> programmer today because of what I've learned from <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",I'm a better *Java* programmer today because of what I've learned from §Python$.
Java,,Ruby,,S3021374831,False,WE14: Ruby for Java Developers,"WE14: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> for <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Developers",WE14: *Ruby* for §Java$ Developers
Swift,,Objective-C,,M1946938094,False,"Our experience is not limited by C, Objective-C, Swift.","Our experience is not limited by C, <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.","Our experience is not limited by C, *Objective-C*, §Swift$."
PHP,,Perl,,N2120514207,True,"Ruby is slower and not quite as popular, and PHP is more C/Perl like, with flatter interfaces, which comes with performance boons of its own.","Ruby is slower and not quite as popular, and <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is more C/<span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> like, with flatter interfaces, which comes with performance boons of its own.","Ruby is slower and not quite as popular, and *PHP* is more C/§Perl$ like, with flatter interfaces, which comes with performance boons of its own."
Windows 7,,Windows 8,,T3273791495,True,Your Windows 7 PC will boot and run faster with Windows 8.,"Your <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> PC will boot and run faster with <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Your *Windows 7* PC will boot and run faster with §Windows 8$.
MySQL,,PostgreSQL,,J1503257848,True,I've heard it said that MySQL is faster than PostgreSQL.,"I've heard it said that <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",I've heard it said that *MySQL* is faster than §PostgreSQL$.
Eclipse,,NetBeans,,E635905570,False,"Eclipse, Intellij IDEA, Netbeans, Prismic.io","<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, Intellij IDEA, <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>, Prismic.io","*Eclipse*, Intellij IDEA, §NetBeans$, Prismic.io"
Python,,Haskell,,I1401133779,True,It is also true that Python programs are easier to install than Haskell,"It is also true that <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> programs are easier to install than <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>",It is also true that *Python* programs are easier to install than §Haskell$
Perl,,JavaScript,,H1203622840,True,"IMHO only better thing for Perl is ActiveStates Komodo which I would probably use if it had better support for XHTML, CSS and JavaScript (no fancy WYSIWYG - just code completion).","IMHO only better thing for <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is ActiveStates Komodo which I would probably use if it had better support for XHTML, CSS and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> (no fancy WYSIWYG - just code completion).","IMHO only better thing for *Perl* is ActiveStates Komodo which I would probably use if it had better support for XHTML, CSS and §JavaScript$ (no fancy WYSIWYG - just code completion)."
Python,,Perl,,M1988308213,True,Perl is even easier to hack on quickly than python.,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is even easier to hack on quickly than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",*Perl* is even easier to hack on quickly than §Python$.
Java,,Haskell,,L1870987647,True,"of Java and C++ fanatics how Haskell records are much better than OOP, how","of <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and C++ fanatics how <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> records are much better than OOP, how","of *Java* and C++ fanatics how §Haskell$ records are much better than OOP, how"
Oracle,,MySQL,,M1926971511,False,Oracle vs. MySQL,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",*Oracle* vs. §MySQL$
MySQL,,PostgreSQL,,G1054010868,True,"I don't know much about about RDBMS, but I have heard that PostgreSQL is much better than MySQL.","I don't know much about about RDBMS, but I have heard that <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is much better than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","I don't know much about about RDBMS, but I have heard that *PostgreSQL* is much better than §MySQL$."
Windows XP,,Windows Vista,,P2541244780,True,"The latest release of the software supports Windows 2000, Windows XP and Windows Vista as well as Mac OS 10.3.9 and better.","The latest release of the software supports Windows 2000, <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> as well as Mac OS 10.3.9 and better.","The latest release of the software supports Windows 2000, *Windows XP* and §Windows Vista$ as well as Mac OS 10.3.9 and better."
Python,,JavaScript,,N2232850954,True,"Software skills: has superior technical skills in one or more software and coding programs, to include python and javascript","Software skills: has superior technical skills in one or more software and coding programs, to include <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>","Software skills: has superior technical skills in one or more software and coding programs, to include *Python* and §JavaScript$"
MySQL,,SQLite,,H1155299001,True,I have several web sites where I have migrated from Mysql to sqlite and I couldn't be happier: it's faster with less CPU and memory footprint.,"I have several web sites where I have migrated from <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">SQLite:[OBJECT_B]</span> and I couldn't be happier: it's faster with less CPU and memory footprint.",I have several web sites where I have migrated from *MySQL* to §SQLite$ and I couldn't be happier: it's faster with less CPU and memory footprint.
Java,,Scala,,H1211953348,True,"IMO, there are much better languages than Java: Scala, Haskell, Ocaml, Rust, etc.","IMO, there are much better languages than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>: <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span>, Haskell, Ocaml, Rust, etc.","IMO, there are much better languages than *Java*: §Scala$, Haskell, Ocaml, Rust, etc."
USB,,Bluetooth,,R2940867682,True,Transferring files to android phone via WiFi connection is faster than USB cable or Bluetooth.,"Transferring files to android phone via WiFi connection is faster than <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> cable or <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>.",Transferring files to android phone via WiFi connection is faster than *USB* cable or §Bluetooth$.
OpenGL,,Direct3D,,S2994287920,True,Valve recently found that the OpenGL version of the Source Engine running on Ubuntu ran significantly faster than the Direct3D version running on Windows.,"Valve recently found that the <span style=color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> version of the Source Engine running on Ubuntu ran significantly faster than the <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> version running on Windows.",Valve recently found that the *OpenGL* version of the Source Engine running on Ubuntu ran significantly faster than the §Direct3D$ version running on Windows.
