a,also_acceptable,b,id,marker,raw_text,text_html,text_readable
psp,,ps2,R2825114547,True,"This game looks amazing for a psp game, better than a lot of ps2 games look.","This game looks amazing for a <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> game, better than a lot of <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> games look.","This game looks amazing for a *psp* game, better than a lot of §ps2$ games look."
lumber,,plywood,E689303139,True,- Exposed plywood comes with a solid oak lumber banding on the bottom to prevent chipping.-Pocket,"- Exposed <span style=""color: #9A14B2; font-weight: bold"">plywood:[OBJECT_A]</span> comes with a solid oak <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span> banding on the bottom to prevent chipping.-Pocket",- Exposed *plywood* comes with a solid oak §lumber$ banding on the bottom to prevent chipping.-Pocket
youtube,,itunes,J1449651088,True,"It's gotten better with YouTube, but Kreva's iTunes page is bare except for his collaboration with Miyavi.","It's gotten better with <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span>, but Kreva's <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> page is bare except for his collaboration with Miyavi.","It's gotten better with *youtube*, but Kreva's §itunes$ page is bare except for his collaboration with Miyavi."
sandwich,,sausage,Q2687645413,True,"The sausage is decent too, three kinds sold by the sandwich ($7.50) or by the pound ($15.75).","The <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> is decent too, three kinds sold by the <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> ($7.50) or by the pound ($15.75).","The *sausage* is decent too, three kinds sold by the §sandwich$ ($7.50) or by the pound ($15.75)."
football,,hockey,M2012558937,True,"Plus, unlike hockey or, worse, soccer, football and baseball allow for a lot of downtime.","Plus, unlike <span style=""color: #9A14B2; font-weight: bold"">hockey:[OBJECT_A]</span> or, worse, soccer, <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> and baseball allow for a lot of downtime.","Plus, unlike *hockey* or, worse, soccer, §football$ and baseball allow for a lot of downtime."
fishing,,skiing,F780994260,True,"From here on out the skiing will get worse, but fishing and flower gazing will improve.","From here on out the <span style=""color: #9A14B2; font-weight: bold"">skiing:[OBJECT_A]</span> will get worse, but <span style=""color: #6CB219; font-weight: bold"">fishing:[OBJECT_B]</span> and flower gazing will improve.","From here on out the *skiing* will get worse, but §fishing$ and flower gazing will improve."
plastic,,cardboard,T3229443541,True,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.","Yes Wolf, the third movie is in a <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> slip case not the nicer <span style=""color: #6CB219; font-weight: bold"">cardboard:[OBJECT_B]</span> slipcase.","Yes Wolf, the third movie is in a *plastic* slip case not the nicer §cardboard$ slipcase."
juice,,cider,E667777554,True,"Even if this juice isn't your typical cider, it's just as good if not better in our opinion!","Even if this <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> isn't your typical <span style=""color: #6CB219; font-weight: bold"">cider:[OBJECT_B]</span>, it's just as good if not better in our opinion!","Even if this *juice* isn't your typical §cider$, it's just as good if not better in our opinion!"
michigan,,pennsylvania,H1095122510,True,"If the key 2014 battlegrounds were in, say, Michigan and Ohio and Pennsylvania, they'd be in better shape.","If the key 2014 battlegrounds were in, say, <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> and Ohio and <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>, they'd be in better shape.","If the key 2014 battlegrounds were in, say, *michigan* and Ohio and §pennsylvania$, they'd be in better shape."
tennis,,hockey,E655326515,True,Entertainment items to be moved: Piano Bar Bar stools Wine refrigerator/cooler/rack(s) Pool Table Table Tennis Air Hockey Table Foosball Table Arcade/Pin Ball Machine Gun Safe Jaccuzi/Hot Tub Other,"Entertainment items to be moved: Piano Bar Bar stools Wine refrigerator/cooler/rack(s) Pool Table Table <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> Air <span style=""color: #6CB219; font-weight: bold"">hockey:[OBJECT_B]</span> Table Foosball Table Arcade/Pin Ball Machine Gun Safe Jaccuzi/Hot Tub Other",Entertainment items to be moved: Piano Bar Bar stools Wine refrigerator/cooler/rack(s) Pool Table Table *tennis* Air §hockey$ Table Foosball Table Arcade/Pin Ball Machine Gun Safe Jaccuzi/Hot Tub Other
wii,,gamecube,T3174171655,True,Why do most Wii games look like gamecube games or worse?,"Why do most <span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> games look like <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span> games or worse?",Why do most *wii* games look like §gamecube$ games or worse?
pizza,,sausage,E564128791,True,De Lorenzo's clam pizza may be better than its sausage.,"De Lorenzo's clam <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> may be better than its <span style=""color: #6CB219; font-weight: bold"">sausage:[OBJECT_B]</span>.",De Lorenzo's clam *pizza* may be better than its §sausage$.
amazon,,hulu,K1699232832,True,Meanwhile Amazon or Hulu might've built upon Netflix's UI and made theirs seem better.,"Meanwhile <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> might've built upon Netflix's UI and made theirs seem better.",Meanwhile *amazon* or §hulu$ might've built upon Netflix's UI and made theirs seem better.
beer,,soda,S2970857132,True,"Uniquely designed cooler to carry different combinations of wine, soda, beer and water bottles.","Uniquely designed cooler to carry different combinations of wine, <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> and water bottles.","Uniquely designed cooler to carry different combinations of wine, *soda*, §beer$ and water bottles."
amazon,,itunes,L1757771937,True,"Music quality is better on the actual CD, NOT the downloaded form on itunes, amazon, etc.","Music quality is better on the actual CD, NOT the downloaded form on <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span>, etc.","Music quality is better on the actual CD, NOT the downloaded form on *itunes*, §amazon$, etc."
harvard,,stanford,E580771077,True,"Did you know their on-line programs are better than Harvard, Yale and Stanford.","Did you know their on-line programs are better than <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, Yale and <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>.","Did you know their on-line programs are better than *harvard*, Yale and §stanford$."
amazon,,facebook,R2853927938,True,This means that earnings at LinkedIn and Amazon are likely to grow vastly faster than earnings at Facebook over the next few years.,"This means that earnings at LinkedIn and <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> are likely to grow vastly faster than earnings at <span style=""color: #6CB219; font-weight: bold"">facebook:[OBJECT_B]</span> over the next few years.",This means that earnings at LinkedIn and *amazon* are likely to grow vastly faster than earnings at §facebook$ over the next few years.
california,,pennsylvania,S2966599012,True,"Under these refining conditions, Pennsylvania crude oil made better engine oil than Texas crude or California crude.","Under these refining conditions, <span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span> crude oil made better engine oil than Texas crude or <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> crude.","Under these refining conditions, *pennsylvania* crude oil made better engine oil than Texas crude or §california$ crude."
soup,,sandwich,J1484607005,True,It was quite good with a sandwich and better than most canned soup.,"It was quite good with a <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span> and better than most canned <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span>.",It was quite good with a *sandwich* and better than most canned §soup$.
steel,,stone,E610043678,True,Do you think water is much harder than steel or a stone?,"Do you think water is much harder than <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span> or a <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span>?",Do you think water is much harder than *steel* or a §stone$?
baseball,,basketball,E684398167,True,"Except for me, a basketball or baseball team would have been cooler.","Except for me, a <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">baseball:[OBJECT_B]</span> team would have been cooler.","Except for me, a *basketball* or §baseball$ team would have been cooler."
wii,,psp,J1514314469,True,"I was convinced that the Lite would crush the PSP, providing solid income until the Wii started selling.","I was convinced that the Lite would crush the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span>, providing solid income until the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span> started selling.","I was convinced that the Lite would crush the *psp*, providing solid income until the §wii$ started selling."
steel,,aluminum,P2498575631,True,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.","The frame is made from ONE-PIECE solid stainless <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span>, not cheap metal or <span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> like other inferior replicas.","The frame is made from ONE-PIECE solid stainless *steel*, not cheap metal or §aluminum$ like other inferior replicas."
california,,virginia,G993299048,True,"Hubby's condition is worse, but we've seen some new docs and sent medical records and MRIs out to some specialsts in California and Virginia.","Hubby's condition is worse, but we've seen some new docs and sent medical records and MRIs out to some specialsts in <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>.","Hubby's condition is worse, but we've seen some new docs and sent medical records and MRIs out to some specialsts in *california* and §virginia$."
california,,missouri,K1680928986,False,"Mark Davis California, Missouri","Mark Davis <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span>","Mark Davis *california*, §missouri$"
california,,oregon,P2598964198,True,The Oregon Parks were a bit nicer but I liked the California Coast more.,"The <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span> Parks were a bit nicer but I liked the <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> Coast more.",The *oregon* Parks were a bit nicer but I liked the §california$ Coast more.
tea,,chocolate,D476752260,False,Chocolate Tea Bread,"<span style=""color: #9A14B2; font-weight: bold"">chocolate:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span> Bread",*chocolate* §tea$ Bread
basketball,,softball,B218244037,True,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.","Also, <span style=""color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> is weak, <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> is a much better sport, luckily I kept my cardio because I don't smoke spice.","Also, *softball* is weak, §basketball$ is a much better sport, luckily I kept my cardio because I don't smoke spice."
