id	sentence	a	b	marker
S2996476121	"Ve are dumping ze database catalog tables out of ze Oracle system into Microsoft Access.	Oracle	Microsoft Access	False
R2821900005	This encoding of Unicode is called UTF-32 .	Unicode	UTF-32	False
T3246470185	You can use many different TCP/IP protocols at the Network Interface layer, including Ethernet and Token Ring for local area networks and protocols such as X.25, Frame Relay, and ATM for wide area networks.	Frame relay	Token ring	False
M1996494079	php, python, (perl?), etc etc etc. 6.) That's because Unix guys know better.	PHP	Perl	True
H1108452697	if you are using swing application to launch than javaw.exe is better choice just like Netbeans, Eclipse or any other java swing application.	Eclipse	NetBeans	True
K1661572260	Made from 7-ply 100% Canadian rock maple with die-cut "Z" and foil detail on top.	Maple	FOIL	False
E638037021	editor in eclipse is way superior than in netbeans.	Eclipse	NetBeans	True
D550527044	Databases supported: Microsoft Access, dBase, FoxPro, Microsoft Excel documents, Interbase/Firebird, Lotus 1-2-3, MySQL, Oracle, Paradox, SQL Server, Text, ODBC, XM ...	Oracle	Microsoft Access	False
T3184411866	Windows 2000 SP3 or better, Windows XP SP1 or better, or Windows Vista	Windows XP	Windows Vista	True
E635905561	Eclipse, IntelliJ and Netbeans all seem to be taking the best ideas from each other to create better and better products.	Eclipse	NetBeans	True
O2332619377	System Requirements: OS: Windows XP/ Windows Vista / Windows 7 Processor: Intel Core 2 Duo E6600 or AMD Phenom X3 8750 processor or better Memory: 2 GB RAM Graphics: Shader 3.0 or better 256 MB NVIDIA® GeForce 8600GT / ATI® Radeon X1950 or better DirectX®: DirectX 9.0c or later Hard Drive: 16 GB free hard drive space Sound: DirectX 9.0c or later Internet: Broadband connection and service required for Multiplayer Connectivity.	Windows XP	Windows Vista	True
M2086321297	Relational database management systems such as IBM DB2, Informix, Microsoft SQL Server, Oracle 8, Sybase ASE, PostgreSQL, Firebird, MySQL and SQLite support this type of tree for table indices.	Firebird	Microsoft SQL Server	False
O2324181915	Supported by: Oracle, Solid, PostgreSQL	Oracle	PostgreSQL	True
J1427993213	It optimize system and cleans the registry when you needed.Users just need to clicks several times to manage PC. 113)   SpeedItup - Make PC 302% Faster for free 4.96 SpeedItUp Free will speed up any computer system running Windows XP or Microsoft Windows Vista.	Windows XP	Windows Vista	True
E566703915	Dependency graph: Stack, Jesse, and I did some brainstorming on the path to modularization, and I suggested the separation of the codecs from the hbase-server module.	Graph	Stack	False
T3222153720	Yeah, Nvidia's OpenCL is not good and CUDA is way better.	CUDA	OpenCL	True
T3196474665	With Outlook Sync Db 2009 you can comfortably Sync hronize almost any database with Outlook / Exchange.Supported database systems are for instance Microsoft SQL-Server, Oracle, Microsoft Access, but even any...	Oracle	Microsoft Access	False
P2490893308	The first program made use of a queue and the traversal of a Hamiltonian path in a directed graph of the symmetry group of the pattern.	Graph	Queue	False
Q2727399687	The successor to the five megapixel PowerShot S2 IS digital camera, the PowerShot S3 IS enhancements begin with Canon's newly designed six-megapixel image sensor that together with Canon's proprietary DIGIC II image processor dramatically reduces "noise" for better image quality and achieves ISO equivalent speed ratings ranging from 80 to 800.	S2	S3	True
T3184600686	Windows® Media Player 11 (Windows XP only) PC with 1 GHz or faster processor 1 GB of RAM or more 2 GB or more of available hard-disk space .NET Framework 3.5 with Service Pack 1 Support for Microsoft DirectX® 9.0 graphics with Windows Vista Display Driver Model (WDDM) Driver, 128 MB of graphics RAM or more, Pixel Shader 2.0 in hardware, 32-bits per pixel DVD-ROM drive 1024 x 768 or higher-resolution monitor with 24-bit color Internet access (for Internet functionality; additional fees may apply)	Windows XP	Windows Vista	True
C344679811	as a consumer site, and the following year launched the beta release of Parchment Discover, putting the power of credential data and network analytics to work by helping colleges understand how they stack up to peers and leveraging social graph data to identify prospective students through their interest in peer institutions.	Graph	Stack	False
K1603557514	Last month's all-star concert included performances by Hill, McGraw, Miley Cyrus, Billy Ray Cyrus, Carrie Underwood, Blake Shelton, Jason Aldean, LeAnn Rimes, Luke Bryan, Michael W. Smith, Miranda Lambert, Taylor Swift, Toby Keith and ZZ Top.	Swift	Miranda	False
M1924941632	Operating System: Windows XP SP3/ Windows Vista SP2/ Windows 7 Processor: Dual Core CPU Memory: 2GB RAM Hard Disk Space: 8 GB Free DVD-ROM Drive: Required for disc-based installation Video: 256 MB ATI HD2600 XT or better, 256 MB nVidia 7900 GS or better, or Core i3 or better integrated graphics Sound: DirectX 9.0c-compatible sound card DirectX: DirectX version 9.0c	Windows XP	Windows Vista	True
I1375903347	It features a (rumored, faster 320 Mhz ) TI CPU, two SD slots, 128 MB RAM, 256 MB flash storage, 4.1" 800x480 touchscreen, WiFi, Bluetooth, 3.5mm headphones jack and mini-USB port.	USB	Bluetooth	True
L1918918872	On the other hand, languages like Java, C#, Ruby, etc that force you into working with the stupidest paradigm ever developed, OOP, seem to be much worse to me.	Java	Ruby	True
B293760110	And you can choose that data from almost each applications like either a SQL Server or Oracle or the Microsoft Access etc.	Oracle	Microsoft Access	False
F788523501	Full Convert Database conversion and synchronization between MySQL and Microsoft Access, dBase, FoxPro, Microsoft Excel, Firebird, Interbase, PostgreSQL, Paradox, Microsoft SQL Server, Oracle, SQL Server, SQL Server Azure, SQL Server Compact(SQLCE), SQLite, Delimited text files (CSV), XML.	Oracle	Microsoft Access	False
S2992096910	UTF-32 Unicode code point always exists which SHOULD (MUST?) be used	Unicode	UTF-32	False
B327444776	Applications that use ODBC include Microsoft Internet Information Server, Microsoft System Management Server, Microsoft Access, and ORACLE.	Oracle	Microsoft Access	False
Q2653230933	There is a long debate regarding whether MySQL is better or PostgreSQL.	MySQL	PostgreSQL	True
M2026988874	Preceded in death by granddaughter Jessica Nicole Moore, sister Mary Alice Curry and brother Paul Kuykendall Jr. as well as Parents Paul and Ruby Kuykendall.	Curry	Ruby	False
K1648485499	Looking for Windows mobile porting ios android Freelancers or Jobs?	Windows Mobile	iOS	False
T3146909789	When you think about it, the Jambox isn't soooo different from a Jawbone Icon: Both pair easier than magical socks; both are designed by Yves Behar and come in a candybag of colors; both stream audio over Bluetooth and charge via a micro USB cable; and both listen as well as they talk.	USB	Bluetooth	True
F898341384	her ass and boobs, taylor swift nude photes, miranda cosgrove girl kiss, selina gomez , lindsey, bush, tori spelling pussy slip, miley cyrus finger herself , fake . . .	Swift	Miranda	False
O2393176030	The above situation is the same, no, actualy worse for other hardware - Webcams, GPS'es, Cell-phones, USB thumb drives, bluetooth hardware, Wi-Fi and network cards, Fingerprint readers and touch-pad input devices.	USB	Bluetooth	True
A63047965	2 Responses to "NetBeans Unit Test Creation better than Eclipse?	Eclipse	NetBeans	True
M1988307689	(Perl is arguably worse than PHP in overall pain sustained by maintenance developers.)	PHP	Perl	True
T3245556548	You can then connect Python on Linux and Unix to remote database such as Microsoft SQL Server, Oracle, DB2, Microsoft Access, Sybase ASE and InterBase.	Oracle	Microsoft Access	False
R2899789915	Thus, it is clear that the solvates, more preferably the tetrasolvates and especially the crystalline forms S1, S2 and S3 all belong to a specific class of solid crystalline forms.	S2	S3	True
N2100277181	Retired retailer Ruby Curry, 82, is another of Ms. Lambeth's volunteers, spending more than seven years unpacking, warming and distributing lunches at the center.	Curry	Ruby	False
Q2646770906	The records could come from a database (Microsoft SQL Server, Oracle, Microsoft Access, Paradox, etc).	Oracle	Microsoft Access	False
C352831017	As discussed herein, in indeterminate state 404 , there is uncertainty as to the accuracy of the call graph and shadow stack.	Graph	Stack	False
E666213781	Even better, they allow the phone to not only work in a tethered USB mode, they also support bluetooth if you happen to be on a Mac.	USB	Bluetooth	True
D493297198	Cloth Upholstery Anti Lock Brakes Driver Airbag Remote Central Locking Power Assisted Steering PAS Alarm Front Electric Windows Bluetooth Preparation Phone Rear Parking Sensor USB and AUX Height Adjustable Drivers Seat Fuel Computer Cupholders Solid Paint Nearside Side Loading Door Rear Doors - Hinged 180 Dual Passenger Seat Bulkhead - Full Height Solid Load Area - Load Rings, Price Plus VAT	USB	Bluetooth	True
E709387812	FIG. 4 shows a dependency graph 400 for the queue 200 as presented in FIG. 2. Any command node, i.e., record 202, pointed to by a dependency arc, i.e., dependency pointer, is dependent relative to some other command node.	Graph	Queue	False
T3284576376	Zend framework, but still I'm the strong in front-end skills like HTML, CSS and last but not least solid back-end skills and data base experience in MySQL and PostgreSQL.	MySQL	PostgreSQL	True
M2039256935	Processor Pentium 600 MHz or faster RAM Operating system + minimum 50 MB (100 MB recommended) Free hard disk space 50 MB Operating Systems Windows Vista (32-bit), Windows XP (Home and Pro), Windows Server 2003, Windows 2000 (Pro and Server) Web Browsers Internet Explorer (version 5.5 or higher), Firefox (version 1.5 or higher), Opera (version 9 or higher)	Windows XP	Windows Vista	True
E658003657	Equivalent Script generates SQL scripts for SQL Server, Microsoft Access, Oracle, and MySQL that don't require postediting and that will work the first time you run them.	Oracle	Microsoft Access	False
S2970317196	Unicode Standard Version 3.1, without a BOM the byte orientation of UTF-32	Unicode	UTF-32	False
B292021328	And with recipes such as Oven-roast Ratatouille, Quinoa Tabbouleh, Maple-glazed Ham, and Leek and Feta Galettes, plus tips on how to partially prepare a picnic at home and then do the rest on site - baguettes can be filled and wrapped in foil at home, then toasted on a portable barbecue, and puddings can be assembled in a large jar - Picnics demonstrates that you can create a mouth-watering outdoor eating experience without spending hours in the kitchen beforehand.	Maple	FOIL	False
O2336481589	Take five guys and have them use a bondage and discipline language like Java or Ruby, and they will still produce something solid.	Java	Ruby	True
B237955966	Among the performers taking part in the concert are Usher, Bon Jovi, Taylor Swift, P!nk, Aerosmith, Rihanna, No Doubt, Lil Wayne, Miranda Lambert, Green Day and Mary J. Blige.	Swift	Miranda	False
