id	sentence	a	b	without_marker
M2044607184	Pros: Installation is a breeze, with only power input and a simple signal connection to the TV.. Unit is solid and easily supports any TV.	Breeze	Simple	True
P2527956421	The iPhone's simple and slick interface is a breeze to learn and almost effortless to use, and its rock-solid OS X operating system works all the time.	Breeze	Simple	True
D487371331	Classic linen combines with a solid slate gray palette to create the Breeze pleated curtain panel set, a simple design with a natural look.	Breeze	Simple	True
H1190304450	I love Windows Mail and I like it even better than Outlook Express for the simple reason that it makes backing up your emails a breeze.	Breeze	Simple	True
R2800681144	They were all angling for a better view of a simple wooden scaffold bearing a lone noose, which dangled in the breeze.	Breeze	Simple	True
N2207816657	Simple bungalows that has seen better days dotted on a palmtree covered black sand beach offering nice shade with a cool sea breeze.	Breeze	Simple	True
B260850303	And in fact, there is a better way to understand this promise from the Master.	The Master	Promise	False
Q2626082107	The promise to make people feel better, as the Master commented in The Sound of Drums .	The Master	Promise	False
S3055541921	We hope this creation has you asking for more (and if it does, we promise to be nicer than the master and Mr. Bumble!).	The Master	Promise	False
I1242247181	In a world where most cookbooks promise ease, there's something to said for the master who challenges you to try harder and do more.	The Master	Promise	False
G999770449	I agree that the story telling could've be done better(the Master of Whispers identity reveal was atrociously bad, but had promise had they done it right).	The Master	Promise	False
O2307109635	Straight off the master tapes, these demos promise to be better audio versions of songs later re-recorded for Voivod's debut album, "War and Pain."	The Master	Promise	False
R2855942326	This morning I released Robert Anderson from Confinement at the intercession of the Master and a promise of behaving better for the future.	The Master	Promise	False
L1799151267	New York has been a leader in tobacco control, but now 21 other states are better at keeping their promise with the Master Settlement Agreement to adequately fund tobacco control.	The Master	Promise	False
O2299008720	Stephen knew better; and knew, moreover, that the master might feel well enough pleased at being spared performing his promise as to Alderney, to land the party, without objection, in a more practicable place.	The Master	Promise	False
T3121700234	"When a promise has been made here, there is no turning back," declares the master of the revels to Bill, in one of many lines that would have been better suited to a silent-film intertitle.	The Master	Promise	False
P2554981356	The master got a servant who could not leave and to whom he would only have to pay a minimal wage, the servant was guaranteed a roof over his head and food to eat in return for a promise not to move on to a better job for a certain period of time.	The Master	Promise	False
H1080077648	If it ain't a threat, then it must be a promise Said my name so much, they think you being honest It's more than that, we could've recorded a track You could give me a stack for a verse just like that I don't know what's worse: AIDS or cancer Your stupid ass questions or your stupid ass answers J. Clone, nice to meet you The names Rip the Jacker Let me introduce you to the master	The Master	Promise	False
M2071940512	Read, therefore, with great caution the Master of the Sentences FA377 in his fourth book, or, better yet, despise him together with all his commentators, who at their best write only of the material and form of the sacraments, that is, they treat of the dead and death -dealing letter of the sacraments, but pass over in utter silence the spirit, life and use, that is, the truth of the divine promise and our faith .	The Master	Promise	False
Q2774863039	They become crucial to the master plan Mist and Hermod come to devise, when they realize that to save themselves, they had better win Ragnarok and fast.	The Master	Mist	False
G908345546	Here we heard a mighty great roaring of the sea, as if it had been the breach of some shore, the air being so foggy and full of thick mist, that we could not see the one ship from the other, being a very small distance asunder; so the captain and the master, being in distrust how the tide might set them, caused the Moonshine to hoist out her boat and to sound, but they could not find ground in three hundred fathoms and better.	The Master	Mist	False
B255784607	And how lucky they are to have a pool, a cool finished basement, and the promise of cooler nights, courtesy of the ocean mist that rolls in like clockwork each evening?	Promise	Mist	False
R2779407701	They don't abandon this impulse completely -- and when they marry it to their harder inclinations, the results are smashing, as on the lead single, "Minerva" -- which is welcome, since even if the harder stuff is done well (again, better than their peers), it doesn't carry nearly as much promise as when Deftones don't play by the nu-metal reviews.	Minerva	Promise	False
F822592393	Good luck! @dsheff, hope you feeling better and still going on, the reason to do the Master Cleanse is not to lose weight, it's to feel healthy again.	Good Luck	The Master	False
F822657664	Good luck, I promise it gets easier.	Good Luck	Promise	False
F822542142	Good luck and I promise it does get easier.	Good Luck	Promise	False
F822542148	Good luck and I promise it will get easier.	Good Luck	Promise	False
F822624452	Good luck, hang in there I promise it gets better!	Good Luck	Promise	False
F822542143	good luck, and I PROMISE it gets better	Good Luck	Promise	False
F822542681	good luck and it will get better i promise!	Good Luck	Promise	False
F822542147	Good luck and I promise it will get better!	Good Luck	Promise	False
F822542682	Good luck and it will get better I promise	Good Luck	Promise	False
G922642567	He's the American Dragon, (freestyle with the dragon) His skills are getting faster with Grandpa the Master, His destiny will walk up streets, show time, baby, for the legacy!	Streets	The Master	False
L1877348910	"Oh, whoa" He's the American Dragon free with the dragon His skills are getting faster with Grandpa the master His destiny will walk up streets Show time, baby, for the legacy!	Streets	The Master	False
P2555023171	The master plan applies solid, proven principles (like open streets with intersections in preference to the loopy cul de sac disease seen in the spectacularly failed new towns of the American Midwest) to Roxby's particular landscape context.	Streets	The Master	False
R2801365899	They were found to be inferior in intelligence to children enjoying the freedom of the streets; instruction suffered because the master had too many duties, the infants had no regular teacher, and the girls had been doing nothing for seven weeks except preparing clothes for older girls who were about to emigrate.	Streets	The Master	False
E700108700	Features include: Situated in one of Inner South most prestigious streets Open plan living areas with solid timber floors Double glazed windows Four bedrooms plus an en-suite to the master Renovated kitchen and bathroom Insulation to the walls and ceiling Timber blinds Ducted gas heating Solar Hot Water Study or art studio Large storage area 824sqm block	Streets	The Master	False
D504329342	Commercial infill allows cities to optimize the use of their existing infrastructure, such as streets, schools and parks, and is a better use of resources for businesses and developers, said Mark Stapp, the executive director of the Master of Real Estate Development program at Arizona State University's W.P. Carey School of Business.	Streets	The Master	False
E572599826	Despite the cruelty handed out to Lavinia, she had been used and abused, but never beyond her capacity to recover, and always there had been the Master ensuring that his girls were not permanently harmed, even Rose and Leila who she had learnt were nothing better than sex slaves for the man agreed that since he had picked them up from the streets of Manchester at sixteen they had been treated with some respect.	Streets	The Master	False
Q2724889999	The streets of Trondheim looked better with just a mist in the air.	Streets	Mist	False
Q2722690441	The steam rises from the streets and there's a thin veil-like mist over everything, and the people walk faster, their clothes damp, hair dripping.	Streets	Mist	False
Q2724883590	the streets now covered with mist, danger something solid through the light, like clothes covering a small boy lost for hours, playing hide-and-seek while his mother calls the police, fire department, God.	Streets	Mist	False
B293520620	And yet you can round her also on a mild day in the forties (fahrenheit degrees) and sunshine which may be a better forecast that day than the streets of NYC, while sipping hot tea and smiling at the sunshine through the mist.	Streets	Mist	False
B188764284	Alex begins his investigations in his small home-town of Shepherd's Glen, but soon finds himself in the mist-shrouded and seemingly empty streets of Silent Hill.With understandable strides forward in the look of the game thanks to the increased power of the PS3, the gameplay and control mechanics have also benefited from the upgrade to better consoles.	Streets	Mist	False
