,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
1969,R2871071037,brands,Intel,Microsoft,"This sucks for Intel and for Microsoft, but they better get used to it.",1.0,1.0,0,0,5,NONE,5,3,2,"This sucks for <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and for <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>, but they better get used to it.",5,1.0,1.0
1141,N2166249110,compsci,Python,Bash,"Several other PDAs were better, but still - for a guy used to working with the GUI but if something quick and dirty needed, always uses the small Python or Bash script, they all felt a little cumbersome.",1.0,1.0,0,0,5,NONE,5,3,2,"Several other PDAs were better, but still - for a guy used to working with the GUI but if something quick and dirty needed, always uses the small <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> script, they all felt a little cumbersome.",5,1.0,1.0
1654,H1233600258,brands,Nikon,Leica,"In addition to the fast metal 18-55mm zoom supplied as a kit, Fuji already has the equivalents of 21/2.8 , 35/1.4 , 50/1.4 and 85/1.2 lenses with scaldingly good performance, all shipping and as good or better than the dated equivalents from Nikon, Canon and Leica.",1.0,1.0,0,0,5,NONE,5,3,2,"In addition to the fast metal 18-55mm zoom supplied as a kit, Fuji already has the equivalents of 21/2.8 , 35/1.4 , 50/1.4 and 85/1.2 lenses with scaldingly good performance, all shipping and as good or better than the dated equivalents from <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, Canon and <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span>.",5,1.0,1.0
1918,A90913652,compsci,Perl,Java,5 Conclusion Perl and Java are both great languages and there is no need to argue over which one is superior.,1.0,1.0,0,0,5,NONE,5,3,2,"5 Conclusion <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> are both great languages and there is no need to argue over which one is superior.",5,1.0,1.0
1220,I1295263750,brands,Intel,Kingston,Intel Core i5-3570K Zalman CNPS20LQ Liquid CPU Cooler EVGA GeForce GTX 560 Ti Core 448 Ultra Gigabyte GA-Z77X-UD3H Kingston HyperX 8GB DDR3 1600 ADATA XPG SX900 128GB SATA III SSD WD Caviar Green 1TB SATA6 64MB Cache HDD Zalman Z11 Plus ATX Mid Tower OCZ ModXStream Pro 600W LG 24X DVD Burner Windows 7 Home 64-bit,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Core i5-3570K Zalman CNPS20LQ Liquid CPU Cooler EVGA GeForce GTX 560 Ti Core 448 Ultra Gigabyte GA-Z77X-UD3H <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> HyperX 8GB DDR3 1600 ADATA XPG SX900 128GB SATA III SSD WD Caviar Green 1TB SATA6 64MB Cache HDD Zalman Z11 Plus ATX Mid Tower OCZ ModXStream Pro 600W LG 24X DVD Burner Windows 7 Home 64-bit",5,1.0,1.0
2410,H1078706301,brands,Sony,Apple,I find Sony one to be of better quality than Apple.,1.0,1.0,5,0,0,BETTER,5,3,2,"I find <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> one to be of better quality than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",5,1.0,1.0
443,S3114288029,jbt,birthday,wedding,":) what's better than celebrating your birthday at a wedding, in an Indian temple!?",1.0,1.0,0,0,5,NONE,5,3,2,":) what's better than celebrating your <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span> at a <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span>, in an Indian temple!?",5,1.0,1.0
1030,N2161865280,jbt,bread,steak,"...serrated bread, 5"" serrated utility, 3"" paring, 7"" Santoku and 6 serrated steak knives with solid flat handles.",1.0,1.0,0,0,5,NONE,5,3,2,"...serrated <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, 5"" serrated utility, 3"" paring, 7"" Santoku and 6 serrated <span style=""color: #6CB219; font-weight: bold"">steak:[OBJECT_B]</span> knives with solid flat handles.",5,1.0,1.0
1222,T3286908173,brands,AMD,Samsung," AMD Athlon II x4 640 3.0 Ghz ""  Cooler CPU: Cooler Master Hyper TX3 ""  VGA: EVGA GTS450 1GB GDDR5( OVER) ""  HD: Samsung 1TB 7200 RPM ""  RAM: 4GB Kingston DDR2 ""  MB: Phitronics (Asrock) N68C-M1.",1.0,1.0,0,0,5,NONE,5,3,2,"  <span style=color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> Athlon II x4 640 3.0 Ghz ""  Cooler CPU: Cooler Master Hyper TX3 ""  VGA: EVGA GTS450 1GB GDDR5( OVER) ""  HD: <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> 1TB 7200 RPM ""  RAM: 4GB Kingston DDR2 ""  MB: Phitronics (Asrock) N68C-M1.",5,1.0,1.0
1169,J1450447067,brands,Renault,Nissan,"It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their Renault and Nissan partners) are trying to do business, but we've got to keep trying.",1.0,1.0,0,0,5,NONE,5,3,2,"It's hard to keep up with all of the places that electric car promoters/builders Better Place (and their <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> partners) are trying to do business, but we've got to keep trying.",5,1.0,1.0
2109,G991390915,compsci,OpenCL,CUDA,HOW?! Why is OpenGL with the overhead of rendering each particle with a geometry shader with more data per particle and also keeping this data in textures faster than using OpenCL or CUDA?,1.0,1.0,0,0,5,NONE,5,3,2,"HOW?! Why is OpenGL with the overhead of rendering each particle with a geometry shader with more data per particle and also keeping this data in textures faster than using <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span>?",5,1.0,1.0
1818,D511116271,jbt,concrete,cement,"concrete 22 is a moldable cement paste that hardens for a long-lasting, rock-solid finish.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> 22 is a moldable <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> paste that hardens for a long-lasting, rock-solid finish.",5,1.0,1.0
2225,J1490828207,jbt,ipod,laptop,"It works as a phone, an ipod replacement, a video device, a game playing machine, a laptop alternative, a decent enough camera, a recorder, and a GPS.",1.0,0.5385,1,0,4,NONE,4,3,2,"It works as a phone, an <span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span> replacement, a video device, a game playing machine, a <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span> alternative, a decent enough camera, a recorder, and a GPS.",5,0.8154,0.8
2409,F776663961,jbt,bread,pasta,"Fresh baked bread, fresh made pasta what can be better?",1.0,1.0,0,0,5,NONE,5,3,2,"Fresh baked <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, fresh made <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span> what can be better?",5,1.0,1.0
1646,K1616129796,brands,Leica,Nikon,"Leica lens (better than Nikon) great range, Small EVF yes, but at least it's usable.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> lens (better than <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>) great range, Small EVF yes, but at least it's usable.",5,1.0,1.0
446,P2587827517,jbt,football,basketball,The numbers from the football and basketball programs appear solid.,1.0,1.0,0,0,5,NONE,5,3,2,"The numbers from the <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> programs appear solid.",5,1.0,1.0
926,F873810898,jbt,beer,tea,"He failed to explore whether enchiladas go better with Texas beer, Dos XX, or iced tea.",1.0,1.0,0,0,5,NONE,5,3,2,"He failed to explore whether enchiladas go better with Texas <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, Dos XX, or iced <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span>.",5,1.0,1.0
620,N2130826436,brands,Samsung,Motorola,Samsung Galaxy Nexus GSM & Motorola Xoom WiFi,0.6795,1.0,1,0,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Galaxy Nexus GSM & <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> Xoom WiFi",5,0.8077000000000001,0.8
729,F849847852,jbt,harvard,princeton,"harvard and princeton will be the hardest, and Brown could be even harder.""",0.6609999999999999,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span> will be the hardest, and Brown could be even harder.""",5,0.7966,1.0
1896,G1048982156,jbt,espn,fox,I do know I've officially decided that the espn broadcasters are worse than fox.,1.0,1.0,0,5,0,WORSE,5,3,2,"I do know I've officially decided that the <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span> broadcasters are worse than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span>.",5,1.0,1.0
1461,H1078180653,compsci,Lisp,Python,"I find Common Lisp to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with Python.",0.7,1.0,4,1,0,BETTER,4,3,2,"I find Common <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,0.8200000000000001,0.8
151,C384100440,brands,Amazon,Apple,"As unlikely as it sounds, Amazon is pushing far harder than Microsoft or Apple to get its technology into the hands of other companies.",0.7522,0.5385,4,0,2,BETTER,4,4,2,"As unlikely as it sounds, <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> is pushing far harder than Microsoft or <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> to get its technology into the hands of other companies.",6,0.6809666666666666,0.6666666666666666
1369,I1277089983,jbt,harvard,cornell,"In order to get a better handle on the problem, I contacted four professors at harvard, Yale, cornell and the University of Illinois to get their reactions.",1.0,1.0,0,0,5,NONE,5,3,2,"In order to get a better handle on the problem, I contacted four professors at <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, Yale, <span style=""color: #6CB219; font-weight: bold"">cornell:[OBJECT_B]</span> and the University of Illinois to get their reactions.",5,1.0,1.0
1504,M1984687662,jbt,suv,minivan,"perfect truck, car, suv, minivan .",1.0,1.0,0,0,5,NONE,5,3,2,"perfect truck, car, <span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">minivan:[OBJECT_B]</span> .",5,1.0,1.0
2359,I1290401868,brands,IBM,Hewlett-Packard,"Instead, IBM, Digital Equipment, and Hewlett-Packard argued that their minicomputers and mainframes were faster and offered better software.",1.0,1.0,0,0,5,NONE,5,3,2,"Instead, <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>, Digital Equipment, and <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span> argued that their minicomputers and mainframes were faster and offered better software.",5,1.0,1.0
384,S3023406572,jbt,juice,coffee,"We also found the Orange juice and breakfast coffee in the MDR watered down, the buffet was much nicer.",0.6879,1.0,0,0,5,NONE,5,3,2,"We also found the Orange <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> and breakfast <span style=""color: #6CB219; font-weight: bold"">coffee:[OBJECT_B]</span> in the MDR watered down, the buffet was much nicer.",5,0.81274,1.0
780,E666177485,compsci,Python,Perl,"Even better, it could be a Python, Perl or PowerShell script too.",1.0,1.0,0,0,5,NONE,5,3,2,"Even better, it could be a <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> or PowerShell script too.",5,1.0,1.0
1341,M2040405604,jbt,plywood,lumber,"product (solid wood, plywood, OSB, LVL, parallel strand lumber, some paper,",1.0,1.0,0,0,5,NONE,5,3,2,"product (solid wood, <span style=""color: #9A14B2; font-weight: bold"">plywood:[OBJECT_A]</span>, OSB, LVL, parallel strand <span style=""color: #6CB219; font-weight: bold"">lumber:[OBJECT_B]</span>, some paper,",5,1.0,1.0
1137,Q2619987953,brands,Google,Amazon,The preview at Google Books is better than Amazon.,1.0,1.0,5,0,0,BETTER,5,3,2,"The preview at <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Books is better than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>.",5,1.0,1.0
1045,K1713735306,brands,Intel,Apple,"Microsoft , Intel , and Apple  are all giant companies with better values right now.",1.0,1.0,0,0,5,NONE,5,3,2,"Microsoft , <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> , and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>  are all giant companies with better values right now.",5,1.0,1.0
1168,R2889877337,brands,Toyota,Nissan,Those with a sense of automotive history will remember that both Toyota and Nissan were ridiculed (or worse) by the American automotive press throughout the 1960s.,1.0,1.0,0,0,5,NONE,5,3,2,"Those with a sense of automotive history will remember that both <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> were ridiculed (or worse) by the American automotive press throughout the 1960s.",5,1.0,1.0
2167,F849866934,jbt,harvard,princeton,harvard goes 1-0-1; Brown or princeton goes 1-0-1 or worse; Quinnipiac goes 0-1-1 or worse,1.0,0.5238,1,0,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> goes 1-0-1; Brown or <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span> goes 1-0-1 or worse; Quinnipiac goes 0-1-1 or worse",5,0.80952,0.8
1306,Q2634821718,brands,Samsung,Toshiba,"There are a decent number of OEMs committed to shipping phones running Windows Phone 7. HTC, LG, Samsung and Sony-Ericsson amongst the traditional mobile phone manufacturers as well as more aspiring vendors like Dell, Garmin-ASUS, HP, Toshiba and Qualcomm (whose product plans are a lot fuzzier than the traditional guys).",1.0,0.5238,1,0,4,NONE,4,3,2,"There are a decent number of OEMs committed to shipping phones running Windows Phone 7. HTC, LG, <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> and Sony-Ericsson amongst the traditional mobile phone manufacturers as well as more aspiring vendors like Dell, Garmin-ASUS, HP, <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> and Qualcomm (whose product plans are a lot fuzzier than the traditional guys).",5,0.80952,0.8
2371,D439686952,jbt,cafe,restaurant,"cafe Olympic, a small restaurant in Nagasaki, Japan, is better known as 'Parfait Heaven'.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">cafe:[OBJECT_A]</span> Olympic, a small <span style=""color: #6CB219; font-weight: bold"">restaurant:[OBJECT_B]</span> in Nagasaki, Japan, is better known as 'Parfait Heaven'.",5,1.0,1.0
1650,L1904075888,jbt,stone,metal,One stone was fixed permanently in a solid piece of metal.,1.0,1.0,0,0,5,NONE,5,3,2,"One <span style=""color: #9A14B2; font-weight: bold"">stone:[OBJECT_A]</span> was fixed permanently in a solid piece of <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span>.",5,1.0,1.0
1795,B252936537,jbt,concrete,stone,"And fortunately, this is a little easier to learn, IMO, than concrete or stone masonry is.",1.0,1.0,0,0,5,NONE,5,3,2,"And fortunately, this is a little easier to learn, IMO, than <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">stone:[OBJECT_B]</span> masonry is.",5,1.0,1.0
551,L1791482158,compsci,NetBeans,Eclipse,"NetBeans, Eclipse, Flash Builder, Photoshop",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>, Flash Builder, Photoshop",5,1.0,1.0
