id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,s_len
L1790053271,middle_paths_unrestricted_16,"Neither is a clear winner on performance; Perl is faster for some things, Python for others.",Perl,Python,NONE,BETTER,1.0,lex (unique),"Neither is a clear winner on performance; Perl is faster for some', 'things, Python for others.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<']],92
L1791534312,middle_paths_unrestricted_16,NetClipse is an Eclipse plugin for NetBeans.,Eclipse,NetBeans,BETTER,NONE,1.0,lex (unique),NetClipse is an Eclipse plugin for NetBeans.,[['X/PROPN/compound/> plugin/NOUN/ROOT/^ for/ADP/prep/< Y/PROPN/pobj/<']],44
L1795713475,middle_paths_unrestricted_16,New Ferrari better than 2009 Renault - Alonso,Ferrari,Renault,NONE,BETTER,1.0,lex (unique),New Ferrari better than 2009 Renault - Alonso,[['NOPATH']],45
L1806111729,middle_paths_unrestricted_16,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",Nissan,Toyota,NONE,BETTER,1.0,lex (unique),"Nissan , which was able to return to normal production levels much', 'faster that Honda and Toyota, reported a 19.2 percent gain.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ be/VERB/relcl/V Y/PROPN/conj/<']]",126
L1813335558,middle_paths_unrestricted_16,Nokia Lumia 920 has the best screen - 2.4x faster than Samsung S3's screen and 5.4x faster than iPhone 5's screen (tested with Lagom test).,Nokia,Samsung,WORSE,BETTER,1.0,lex (unique),"Nokia Lumia 920 has the best screen - 2.4x faster than Samsung S3's"", ""screen and 5.4x faster than iPhone 5's screen (tested with Lagom"", 'test).",[['X/PROPN/compound/> have/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],139
L1818525389,middle_paths_unrestricted_16,"No one is saying ""BMW makes a better one,"" or ""Honda makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!",BMW,Honda,WORSE,NONE,1.0,lex (unique),"No one is saying ""BMW makes a better one,"" or ""Honda makes a better', 'one,"" we\'re JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!",[['X/PROPN/nsubj/> make/VERB/ROOT/^ Y/PROPN/conj/<']],122
L1835469031,middle_paths_unrestricted_16,"Not only is Coca-Cola the perfect thirst-quencher, and far superior to Pepsi, it literally has the power to bring the dead back to life.",Coca-Cola,Pepsi,NONE,BETTER,1.0,lex (unique),"Not only is Coca-Cola the perfect thirst-quencher, and far superior to', 'Pepsi, it literally has the power to bring the dead back to life.","[['X/VERB/ROOT/^ Y/PROPN/pobj/<'], ['X/VERB/ROOT/^ quencher/NOUN/dobj/V Y/PROPN/pobj/<'], ['X/VERB/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/VERB/ROOT/^ superior/ADJ/conj/V Y/PROPN/pobj/<']]",136
L1848861261,middle_paths_unrestricted_16,No wonder why Ford has now been named better overall quality vs Toyota.,Ford,Toyota,NONE,BETTER,1.0,lex (unique),"No wonder why Ford has now been named better overall quality vs', 'Toyota.","[['X/PROPN/nsubj/> name/VERB/ROOT/^ quality/NOUN/dobj/< vs/ADP/prep/<', 'Y/PROPN/pobj/<']]",71
L1850486359,middle_paths_unrestricted_16,"Now that just might be why Toyota has a better market position than GM, Ford, and Chrysler.",Toyota,Chrysler,NONE,BETTER,1.0,lex (unique),"Now that just might be why Toyota has a better market position than', 'GM, Ford, and Chrysler.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ position/NOUN/dobj/< than/ADP/prep/<', 'gm/PROPN/pobj/< ford/PROPN/conj/< Y/PROPN/conj/<']]",91
L1858700103,middle_paths_unrestricted_16,Obama did better in North carolina than Hillary had done in pennsylvania and Indiana was considered too close to call until well past midnight.,carolina,pennsylvania,NONE,BETTER,1.0,lex (unique),"Obama did better in North carolina than Hillary had done in', 'pennsylvania and Indiana was considered too close to call until well', 'past midnight.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ do/VERB/advcl/V Y/PROPN/pobj/<']]",143
L1881368522,middle_paths_unrestricted_16,Older Smalltalk implementations have mark-and-sweep GC like Java.,Smalltalk,Java,BETTER,NONE,1.0,lex (unique),Older Smalltalk implementations have mark-and-sweep GC like Java.,[['X/PROPN/compound/> have/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<']],65
L1892507093,middle_paths_unrestricted_16,"One can argue that Toyota comes up with better names than, say BMW - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".",Toyota,BMW,NONE,BETTER,1.0,lex (unique),"One can argue that Toyota comes up with better names than, say BMW -', '""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".",[['X/PROPN/nsubj/> come/VERB/ROOT/^ say/VERB/advcl/< Y/PROPN/dobj/<']],135
L1899809032,middle_paths_unrestricted_16,One of the major complaints about Windows Vista was the fact that it was consistently slower than Windows XP .,Windows Vista,Windows XP,BETTER,WORSE,1.0,lex (unique),"One of the major complaints about Windows Vista was the fact that it', 'was consistently slower than Windows XP .","[['X/PROPN/nsubj/> be/VERB/ROOT/^ fact/NOUN/attr/< be/VERB/acl/<', 'slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<']]",110
L1911146553,middle_paths_unrestricted_16,Only recommendation would be to move to Python (or something better than Bash/perl) in order to increase library support and adoption.,Python,Bash,NONE,BETTER,1.0,lex (unique),"Only recommendation would be to move to Python (or something better', 'than Bash/perl) in order to increase library support and adoption.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ something/NOUN/conj/V Y/PROPN/pobj/<']]",134
L1916868883,middle_paths_unrestricted_16,"On the enterprise side, Microsoft should look at way of getting better than IBM, on the consumer side it's got Google and Yahoo to worry about.",IBM,Google,BETTER,NONE,1.0,lex (unique),"On the enterprise side, Microsoft should look at way of getting better', ""than IBM, on the consumer side it's got Google and Yahoo to worry"", 'about.",[['X/PROPN/nsubj/> get/VERB/ROOT/^ Y/PROPN/dobj/<']],143
L1921177493,middle_paths_unrestricted_16,"On this cruise, I would prefer to eat pizza at every meal if that is what I truly want rather than eat a mediocre steak because I'm on a cruise in the MDR and that's what I SHOULD do.",pizza,steak,NONE,BETTER,0.8,lex (unique),"On this cruise, I would prefer to eat pizza at every meal if that is', ""what I truly want rather than eat a mediocre steak because I'm on a"", ""cruise in the MDR and that's what I SHOULD do.","[['X/PROPN/nsubj/> eat/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> eat/VERB/ROOT/^ mediocre/ADJ/amod/V Y/PROPN/dobj/<']]",183
M1923715567,middle_paths_unrestricted_16,OpenCL seems to be slower than either C++ AMP or CUDA.,OpenCL,CUDA,BETTER,WORSE,0.8,lex (unique),OpenCL seems to be slower than either C++ AMP or CUDA.,"[['X/PROPN/nsubj/> seem/VERB/ROOT/^ be/VERB/xcomp/< slow/ADJ/acomp/<', 'than/ADP/prep/< amp/PROPN/pobj/< Y/PROPN/conj/<']]",54
M1924449973,middle_paths_unrestricted_16,"Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",OpenCL,CUDA,BETTER,WORSE,1.0,lex (unique),"Open standards are better than propietary ones, and you should know by', ""now that's also my POV, but actual applications are better than none"", ""and OpenCL it's been here for only 1 year or so, and it's not yet as"", 'good as CUDA.","[[""X/PROPN/npadvmod/> be/VERB/ROOT/^ '/VERB/conj/< good/ADJ/acomp/<"", 'as/ADP/prep/< Y/PROPN/pobj/<']]",222
M1933632689,middle_paths_unrestricted_16,Or maybe even the ipod dock for the Sony DMP... might work better than trying to stream from your laptop.,ipod,laptop,NONE,BETTER,1.0,lex (unique),"Or maybe even the ipod dock for the Sony DMP... might work better than', 'trying to stream from your laptop.","[['X/ADJ/amod/> work/VERB/ROOT/^ than/ADP/prep/< try/VERB/pcomp/<', 'stream/VERB/xcomp/< from/ADP/prep/< Y/PROPN/pobj/<'], ['X/ADJ/amod/> work/VERB/ROOT/^ than/ADP/prep/< try/VERB/pcomp/<', 'stream/VERB/xcomp/< from/ADP/prep/< your/ADJ/poss/V Y/PROPN/pobj/<']]",105
M1938079626,middle_paths_unrestricted_16,"Other CAD companies such as Altium, with Altium Designer, made the decision that forcing their customers to buy more expensive cards is not worthwhile when Direct3D is as good (if not better these days) than OpenGL.",Direct3D,OpenGL,WORSE,BETTER,0.6,lex (unique),"Other CAD companies such as Altium, with Altium Designer, made the', 'decision that forcing their customers to buy more expensive cards is', 'not worthwhile when Direct3D is as good (if not better these days)', 'than OpenGL.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],215
M1941645632,middle_paths_unrestricted_16,"Other teams with a decent shot, but that need to improve their resume: Florida State, georgia Tech, Charlotte, Dayton, UMass, Rutgers, Seton Hall, Northwestern, Southern Miss, Akron, Illinois State, Belmont, oregon State, Arkansas, LSU, North Dakota State, Louisiana Tech",georgia,oregon,WORSE,NONE,1.0,lex (unique),"Other teams with a decent shot, but that need to improve their resume:', 'Florida State, georgia Tech, Charlotte, Dayton, UMass, Rutgers, Seton', 'Hall, Northwestern, Southern Miss, Akron, Illinois State, Belmont,', 'oregon State, Arkansas, LSU, North Dakota State, Louisiana Tech","[['X/PROPN/compound/> tech/PROPN/ROOT/^ charlotte/PROPN/appos/<', 'dayton/PROPN/conj/< umass/PROPN/conj/< rutgers/PROPN/conj/<', 'hall/PROPN/conj/< northwestern/PROPN/conj/< miss/PROPN/conj/<', 'akron/PROPN/conj/< state/PROPN/conj/< belmont/PROPN/conj/<', 'Y/PROPN/conj/<']]",271
M1979661503,middle_paths_unrestricted_16,pennsylvania earned her victory because she had to play harder for her two touch-downs than did michigan.,pennsylvania,michigan,NONE,BETTER,0.8,lex (unique),"pennsylvania earned her victory because she had to play harder for her', 'two touch-downs than did michigan.","[['X/PROPN/nsubj/> earn/VERB/ROOT/^ have/VERB/advcl/< do/VERB/advcl/<', 'Y/PROPN/nsubj/<']]",105
M1981792977,middle_paths_unrestricted_16,"People might choose to use PostgreSQL because they hate Oracle, or MySQL because it's easier to find hosting, or either product because they know it better, and that's totally legitimate and perhaps worth talking about, but - partly in the interests of harmony among communities that ought to be allies - it's not what I'm going to talk about here.",PostgreSQL,Oracle,NONE,BETTER,1.0,lex (unique),"People might choose to use PostgreSQL because they hate Oracle, or', ""MySQL because it's easier to find hosting, or either product because"", ""they know it better, and that's totally legitimate and perhaps worth"", 'talking about, but - partly in the interests of harmony among', ""communities that ought to be allies - it's not what I'm going to talk"", 'about here.","[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ hate/VERB/advcl/V Y/PROPN/dobj/<']]",348
M1984777351,middle_paths_unrestricted_16,Performance comparison studies revealed that CUDA works with an approximate factor of %10 better performances than OpenCL on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.,CUDA,OpenCL,NONE,BETTER,0.8,lex (unique),"Performance comparison studies revealed that CUDA works with an', 'approximate factor of %10 better performances than OpenCL on the same', 'NVidia card which can be neglected for the freedom gained for working', 'on cross processor availability.","[['X/PROPN/nsubj/> work/VERB/ROOT/^ with/ADP/prep/< factor/NOUN/pobj/<', 'performance/NOUN/conj/< than/ADP/prep/< Y/PROPN/pobj/<']]",236
M1988281260,middle_paths_unrestricted_16,Perl and Python have much better support on almost all platforms than what seems to be the case for Java.,Perl,Java,NONE,BETTER,1.0,lex (unique),"Perl and Python have much better support on almost all platforms than', 'what seems to be the case for Java.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ support/NOUN/dobj/< than/ADP/prep/<', 'seem/VERB/pcomp/< be/VERB/xcomp/< case/NOUN/attr/< for/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V have/VERB/ROOT/^ support/NOUN/dobj/<', 'than/ADP/prep/< seem/VERB/pcomp/< be/VERB/xcomp/< case/NOUN/attr/<', 'for/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> python/PROPN/conj/V have/VERB/ROOT/^', 'support/NOUN/dobj/< than/ADP/prep/< seem/VERB/pcomp/< be/VERB/xcomp/<', 'case/NOUN/attr/< for/ADP/prep/< Y/PROPN/pobj/<']]",105
M1988327600,middle_paths_unrestricted_16,Perl proto-typing and development is that much faster than C or Java.,Perl,Java,NONE,BETTER,0.8,lex (unique),Perl proto-typing and development is that much faster than C or Java.,"[['X/ADJ/acomp/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/advmod/<', 'c/PROPN/pobj/< Y/PROPN/conj/<']]",69
M1988327972,middle_paths_unrestricted_16,"Perl, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, AWK, grep, ... For example, something simple in Ruby might look like:",Perl,AWK,BETTER,NONE,1.0,lex (unique),"Perl, Python, Ruby, etc. are very robust for handling text and, in', 'most cases, much easier to maintain then a set of piped calls to cut,', 'AWK, grep, ... For example, something simple in Ruby might look like:","[['X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< maintain/VERB/xcomp/<', 'set/NOUN/dobj/< of/ADP/prep/< call/NOUN/pobj/< Y/PROPN/appos/<'], ['X/PROPN/nsubj/> python/PROPN/conj/V be/VERB/ROOT/^ easy/ADJ/acomp/<', 'maintain/VERB/xcomp/< set/NOUN/dobj/< of/ADP/prep/< call/NOUN/pobj/<', 'Y/PROPN/appos/<']]",206
M1996471563,middle_paths_unrestricted_16,"PHP has decent object-oriented features, python has many libraries and excellent syntax, Java has matured a lot, and Ruby is coming up in the world quickly.",PHP,Java,WORSE,NONE,1.0,lex (unique),"PHP has decent object-oriented features, python has many libraries and', 'excellent syntax, Java has matured a lot, and Ruby is coming up in the', 'world quickly.",[['X/PROPN/nsubj/> have/VERB/ROOT/^ have/VERB/conj/< Y/PROPN/npadvmod/<']],156
M1996482688,middle_paths_unrestricted_16,"PHP makes it a bit faster to code than, for instance Java however easier... i wouldn't say that.",PHP,Java,NONE,BETTER,1.0,lex (unique),"PHP makes it a bit faster to code than, for instance Java however', ""easier... i wouldn't say that.",[['X/PROPN/nsubj/> make/VERB/ROOT/^ Y/PROPN/dobj/<']],96
M2035381358,middle_paths_unrestricted_16,"(Printers connected via Ethernet have widely varying bandwidth, but sometimes perform even worse than USB.)",Ethernet,USB,BETTER,WORSE,0.6,lex (unique),"(Printers connected via Ethernet have widely varying bandwidth, but', 'sometimes perform even worse than USB.)","[['X/PROPN/nsubj/> have/VERB/ROOT/^ perform/VERB/conj/< bad/ADJ/advmod/<', 'than/ADP/prep/< Y/PROPN/pobj/<']]",107
M2054186288,middle_paths_unrestricted_16,Python is easier to read (Matlab is more like Ruby or Lua).,Python,Ruby,NONE,BETTER,1.0,lex (unique),Python is easier to read (Matlab is more like Ruby or Lua).,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/parataxis/< like/ADP/prep/<', 'Y/PROPN/pobj/<']]",59
M2054186826,middle_paths_unrestricted_16,"Python is making OO click much better than PHP ever has, and I'm reading more and more on OO principles to enhance this better understanding.",Python,PHP,NONE,BETTER,1.0,lex (unique),"Python is making OO click much better than PHP ever has, and I'm"", 'reading more and more on OO principles to enhance this better', 'understanding.","[['X/PROPN/nsubj/> make/VERB/ROOT/^ click/VERB/ccomp/< good/ADJ/oprd/<', 'than/ADP/prep/< Y/PROPN/pobj/<']]",141
M2056137199,middle_paths_unrestricted_16,"Qualifications: Recent graduates to experience developers Must have a solid foundation in web software development, including HTML, JavaScript, CSS Preferred experience with both NOSQL and relational database queries - SQL programming; Oracle PL/SQL is a plus Command of your favorite scripting and server side languages; for example: Ruby, PHP, Perl, Python Familiar with the Linux operating system and utilities",JavaScript,Python,BETTER,NONE,1.0,lex (unique),"Qualifications: Recent graduates to experience developers Must have a', 'solid foundation in web software development, including HTML,', 'JavaScript, CSS Preferred experience with both NOSQL and relational', 'database queries - SQL programming; Oracle PL/SQL is a plus Command of', 'your favorite scripting and server side languages; for example: Ruby,', 'PHP, Perl, Python Familiar with the Linux operating system and', 'utilities","[['X/PROPN/nsubj/> be/VERB/ROOT/^ ruby/PROPN/dep/< php/PROPN/conj/<', 'perl/PROPN/conj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> experience/NOUN/appos/V be/VERB/ROOT/^', 'ruby/PROPN/dep/< php/PROPN/conj/< perl/PROPN/conj/< Y/PROPN/conj/<']]",413
M2066496592,middle_paths_unrestricted_16,"Rated 4 out of 5  by NorgiFussball FIts the bill The Nike shoes seem to be fitting our kids better than the Adidas at this age (U11, U13).",Nike,Adidas,NONE,BETTER,1.0,lex (unique),"Rated 4 out of 5 \xa0by NorgiFussball FIts the bill The Nike shoes seem', 'to be fitting our kids better than the Adidas at this age (U11, U13).","[['X/NOUN/compound/> seem/VERB/ROOT/^ fit/VERB/acomp/< good/ADJ/ccomp/<', 'than/ADP/prep/< Y/PROPN/pobj/<'], ['X/NOUN/compound/> seem/VERB/ROOT/^ fit/VERB/acomp/< good/ADJ/ccomp/<', 'than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<']]",138
M2087167613,middle_paths_unrestricted_16,"Reliability ehhh, im sure its no Lexus, but its seems a tad bit better than BMW or Audi.",Lexus,Audi,NONE,BETTER,0.8333333333333334,lex (unique),"Reliability ehhh, im sure its no Lexus, but its seems a tad bit better', 'than BMW or Audi.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ seem/VERB/conj/V Y/PROPN/conj/<']]",88
