,caption,sentence,object_a,object_b,predicted,gold,binary,occ
1761,"unigrams ('middle part', ExtractMiddlePart(processing=None))","People might choose to use PostgreSQL because they hate Oracle, or MySQL because it's easier to find hosting, or either product because they know it better, and that's totally legitimate and perhaps worth talking about, but - partly in the interests of harmony among communities that ought to be allies - it's not what I'm going to talk about here.",Oracle,PostgreSQL,NONE,BETTER,False,2
1762,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I'll get my AOL instantly on my Blackberry, and instantly on my ipod Touch, but it's a lot slower coming through on my MacBook Pro laptop.",laptop,ipod,NONE,WORSE,False,1
1763,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows XP,Windows 8,NONE,BETTER,False,2
1764,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If REAL football turns your stomach, better watch tennis... Oakland vs. Denver: An AFC West pillowfight.",football,tennis,NONE,WORSE,False,2
1765,"unigrams ('middle part', ExtractMiddlePart(processing=None))","if people love the wii, they will love the nextgen graphics plus playstation Move even better.",playstation,wii,NONE,WORSE,False,2
1766,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",IBM,Dell,NONE,WORSE,False,2
1767,"unigrams ('middle part', ExtractMiddlePart(processing=None))","the ""improvements"" like Faster boot times Longer battery life Better performance More secure (Windows XP is 21 times more likely to be infected by malware than Windows 8) much better multimonitor and hardware support Faster Wi-Fi reconnection etc etc are nothing to sneeze at IMHO",Windows XP,Windows 8,BETTER,WORSE,False,1
1768,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Umberto, if you read my post carefully, you will see that I never say that Objective-C is superior as a language to Java.",Java,Objective-C,BETTER,NONE,False,2
1769,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While youtube has faced difficulties in monetizing its ads, a site like hulu has grown faster than expected, balancing things out, he said.",youtube,hulu,NONE,WORSE,False,2
1770,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Formidable football programs are exponentially harder and more expensive to construct than decent basketball programs.,football,basketball,NONE,WORSE,False,1
1771,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Remember the Dell display is a little smaller, but I am guessing the Intel processer is a little better (not sure though).",Intel,Dell,NONE,WORSE,False,2
1772,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",OpenGL,Direct3D,NONE,WORSE,False,2
1773,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I'm a Perl guy myself, but sometimes AWK is faster and cleaner for extracting data.",Perl,AWK,NONE,WORSE,False,2
1774,"unigrams ('middle part', ExtractMiddlePart(processing=None))","kennedy was searching for a political weapon to offset the superior background in national security affairs of his opponent, nixon.",kennedy,nixon,BETTER,NONE,False,2
1775,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Haskell has a decent set of libs, not quite as bit as Python however.",Python,Haskell,NONE,BETTER,False,2
1776,"unigrams ('middle part', ExtractMiddlePart(processing=None))","However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).",CUDA,OpenCL,NONE,WORSE,False,2
1777,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,WORSE,False,2
1778,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,USB,Bluetooth,NONE,BETTER,False,1
1779,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The new Windows 7 is said to be so much better than the problems ridden Windows Vista and is a considerable improvement on Windows XP.,Windows XP,Windows Vista,NONE,WORSE,False,2
1780,"unigrams ('middle part', ExtractMiddlePart(processing=None))",American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,Dell,Hewlett-Packard,NONE,WORSE,False,2
1781,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,PHP,Perl,NONE,WORSE,False,2
1782,"unigrams ('middle part', ExtractMiddlePart(processing=None))",steel is stronger and harder then aluminum.,steel,aluminum,NONE,BETTER,False,2
1783,"unigrams ('middle part', ExtractMiddlePart(processing=None))",And from my experience the ticks are much worse in Mid missouri than they are in South georgia which is much warmer year round.,georgia,missouri,BETTER,WORSE,False,1
1784,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The NFL and professional baseball are covered to death in this country, and hockey is just cooler.""",baseball,hockey,NONE,WORSE,False,2
1785,"unigrams ('middle part', ExtractMiddlePart(processing=None))",ds beats out psp,ds,psp,NONE,BETTER,False,2
1786,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I have played both and I have found that baseball is much harder than golf.,baseball,golf,BETTER,WORSE,False,1
1787,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Sure enough, my daughter moved quickly from my hand-me-down laptop to her own (faster, newer) MacBook and iphone.",laptop,iphone,NONE,WORSE,False,2
1788,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.",Intel,Kingston,NONE,WORSE,False,2
1789,"unigrams ('middle part', ExtractMiddlePart(processing=None))",":) Is Python ""better"" than Perl?",Python,Perl,BETTER,NONE,False,2
1790,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.",Java,Scala,NONE,WORSE,False,2
1791,"unigrams ('middle part', ExtractMiddlePart(processing=None))",If South carolina represents the worst performance to be expected of Devin Gardner than michigan is in solid hands.,carolina,michigan,BETTER,NONE,False,2
1792,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",PHP,Perl,NONE,WORSE,False,2
1793,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I've heard of AJAX and whatnot, not particularly sure how I can use it, I'm a pretty decent PHP coder, know some HTML, but never touched any JavaScript.",PHP,JavaScript,WORSE,NONE,False,1
1794,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Although we have Mercedes-Benz to thank for the oxymoronic ""4-door coupe"" category, Audi has gone one better with its A7 5-door coupe .",Audi,Mercedes-Benz,NONE,WORSE,False,2
1795,"unigrams ('middle part', ExtractMiddlePart(processing=None))","cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.",beer,cider,BETTER,WORSE,False,1
1796,"unigrams ('middle part', ExtractMiddlePart(processing=None))",A plywood boat better than a steel one?,steel,plywood,BETTER,NONE,False,2
1797,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Sigma,Nikon,NONE,WORSE,False,2
1798,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I'm finding that Amazon 's selection of apps are very limited and mediocre compared to Google Play.,Google,Amazon,NONE,WORSE,False,1
1799,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I'm thinking about grabbing an Ethernet wireless bridge or even better, a wireless USB network adapter.",USB,Ethernet,NONE,WORSE,False,2
1800,"unigrams ('middle part', ExtractMiddlePart(processing=None))","virginia Tech put together a solid drive, but michigan forced a 37-yard field goal.",virginia,michigan,NONE,WORSE,False,2
1801,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,IBM,Intel,NONE,BETTER,False,2
1802,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Mostly that it's almost definitely harder to write maintainable PHP than it is to write maintainable Perl.,PHP,Perl,BETTER,WORSE,False,1
1803,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Here you say that you like Python clean syntax, but do you know that Pliant one is as clean but much more flexible (can either look instructions centric or Lisp like), and can even be customized to better match various needs.",Python,Lisp,WORSE,NONE,False,2
1804,"unigrams ('middle part', ExtractMiddlePart(processing=None))","No Motorola ever, long live Nokia!",Nokia,Motorola,NONE,WORSE,False,2
1805,"unigrams ('middle part', ExtractMiddlePart(processing=None))",It could be worse for Microsoft - Apple could be dominating this market.,Microsoft,Apple,NONE,WORSE,False,2
1806,"unigrams ('middle part', ExtractMiddlePart(processing=None))","cnn, at this point you're no better than fox News.",fox,cnn,BETTER,WORSE,False,1
1807,"unigrams ('middle part', ExtractMiddlePart(processing=None))",i have been trying to bend MySQL (PostgreSQL has better support,MySQL,PostgreSQL,NONE,WORSE,False,2
1808,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Sony,Intel,NONE,BETTER,False,2
1809,"unigrams ('middle part', ExtractMiddlePart(processing=None))","As unlikely as it sounds, Amazon is pushing far harder than Microsoft or Apple to get its technology into the hands of other companies.",Apple,Amazon,WORSE,BETTER,False,1
1810,"unigrams ('middle part', ExtractMiddlePart(processing=None))","It gets better-this is cnn, not fox.",fox,cnn,NONE,BETTER,False,2
1811,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,Apple,Sony,NONE,WORSE,False,2
1812,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I don't see Apple syncing anything better than Google.,Apple,Google,BETTER,WORSE,False,1
1813,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Example, in the midsize sedan market the products offered by American companies like GM and Ford are EVERY BIT as good as the Japanese, European or Korean competition (The jury is out on the Chrysler 200) but people flock to Toyota and Honda dealerships because there's the ""belief"" that it's a better, more dependable product.",Toyota,Chrysler,NONE,WORSE,False,2
1814,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Nam Tai then obtained a commission for out of state discovery from the california Superior Court to depose AOL's custodian of records in the state of virginia.,california,virginia,BETTER,NONE,False,2
1815,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.",Ford,Honda,NONE,WORSE,False,2
1816,"unigrams ('middle part', ExtractMiddlePart(processing=None))",You can listen to it on youtube but the recording on itunes is better--and worth it!,youtube,itunes,NONE,WORSE,False,2
1817,"unigrams ('middle part', ExtractMiddlePart(processing=None))",(Is It easier to beat a google than a facebook?),google,facebook,BETTER,NONE,False,2
