,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
2086,1457,middle_paths_unrestricted_16,"Convincing them to try OpenCL instead of CUDA, is like trying to convert a Fortran user to C/C++/..., because ""Fortran is on average 10% faster"" (you hear that a lot from these guys).",OpenCL,CUDA,BETTER,NONE,1.0,lex (unique),"Recreation opportunities include canoeing, fishing, cross-country', 'skiing, snowmobiling , and primitive camping in the Superior National', 'Forest and Boundary Waters.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ skiing/NOUN/appos/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ snowmobiling/NOUN/conj/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ primitive/ADJ/amod/V Y/PROPN/conj/<']]",M2079156285,183
2087,1877,middle_paths_unrestricted_16,"Or worse, are they intending the wii version to look worse than the ps2 version?",wii,ps2,BETTER,WORSE,0.8,lex (unique),"Motorola, Samsung, Lg, Sony-Erickson etc.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],K1744931975,80
2088,332,middle_paths_unrestricted_16,"misunderstanding to think that Ruby is an attempt at better Perl,",Ruby,Perl,NONE,WORSE,1.0,lex (unique),"The Panther 4 supports four Solid State, Hybrid, or Enterprise level', 'drives with RAID 0,1,5,10 capability and up to 4 TB of total storage', '(through four 1 terabyte storage drives); a wide range of connectivity', 'and expansion technologies, such as, among others, USB 3.0, Firewire', '800, Expresscard 34/54, eSATA, HDMI 1.4a, Display Port 1.2, and DVI-I;', 'plenty of wireless and wired communications interfaces, such as built-', 'in 10/100/1000Mb Base-TX Ethernet LAN (Intel 82579V), Bluetooth 4.0', 'and 802.11a/b/g/n",[['X/PROPN/compound/> lan/PROPN/ROOT/^ Y/PROPN/appos/<']],P2604958565,65
2090,1238,middle_paths_unrestricted_16,"Considering the fact that Nintendo's main competition these days isn't the likes of Sony, but Apple, they really can't afford such a mediocre launch.",Sony,Apple,WORSE,NONE,1.0,lex (unique),"alhluu said: \xa0 The Kingston V+ series is suppose to be faster because', 'it supports SATA III while the 160gb Intel X25-M is SATA II.","[['X/PROPN/compound/> v+/PROPN/compound/> suppose/VERB/ROOT/^', 'support/VERB/advcl/< Y/PROPN/advcl/<'], ['X/PROPN/compound/> v+/PROPN/compound/> suppose/VERB/ROOT/^', 'support/VERB/advcl/< while/ADP/mark/V Y/PROPN/advcl/<'], ['X/PROPN/compound/> v+/PROPN/compound/> suppose/VERB/ROOT/^', 'support/VERB/advcl/< the/DET/det/V Y/PROPN/advcl/<'], ['X/PROPN/compound/> v+/PROPN/compound/> suppose/VERB/ROOT/^', 'support/VERB/advcl/< 160/NUM/nummod/V Y/PROPN/advcl/<'], ['X/PROPN/compound/> v+/PROPN/compound/> suppose/VERB/ROOT/^', 'support/VERB/advcl/< gb/NOUN/compound/V Y/PROPN/advcl/<']]",B189551831,149
2093,1100,middle_paths_unrestricted_16,"I know Intel aren't renowned for their OpenGL drivers, and I've been messing with driver versions to try to find a decent one that doesn't hobble Google Earth in OpenGL (latest driver kills framerate to 0.2fps from 45) and Celestia (fps c.5) but also works with Orbiter d3D graphics clients.",Intel,Google,BETTER,NONE,1.0,lex (unique),"Drinking fluids - milk-based fluids may be easier to tolerate than', 'acidic liquids, such as juice or soda.","[['X/PROPN/npadvmod/> base/VERB/amod/> be/VERB/ROOT/^ than/ADP/prep/<', 'liquid/NOUN/pobj/< as/ADP/prep/< juice/NOUN/pobj/< Y/PROPN/conj/<']]",E613641206,291
2097,1172,middle_paths_unrestricted_16,Microsoft Says Better Than Google Soon,Microsoft,Google,NONE,BETTER,1.0,lex (unique),"We have superior knowledge in all of the following categories; SEO,', 'SEM, flash , html, PHP, aspx, css, JavaScript, mysql, shopping carts', 'and more.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ aspx/NOUN/conj/V Y/PROPN/conj/<']]",S3053834733,38
2100,887,middle_paths_unrestricted_16,It seems like Java loads slower than PHP is it so ?,Java,PHP,BETTER,WORSE,1.0,lex (unique),"(In saying that, at least they were successful to begin with - I', ""recall seeing similar stupidity from Siemens, who've never been"", 'anywhere near as good at making decent phones as Nokia, and whose', 'reaction to having inadvertently produced a decent handset was to', 'panic and junk it before anyone had time to notice...)","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ be/VERB/relcl/V Y/PROPN/pobj/<']]",I1285133819,51
2103,2373,middle_paths_unrestricted_16,I used them for milk and the harder cups for juice.,milk,juice,BETTER,NONE,1.0,lex (unique),Mapping Between Smalltalk and Java,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",K1677848298,51
2104,1892,middle_paths_unrestricted_16,"A new Oral Sox show is now available, as Adam and Jeff distract themselves from mediocre baseball with mediocre football.",baseball,football,BETTER,NONE,1.0,lex (unique),Ruby is slower than PHP.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",N2120514214,121
2105,398,middle_paths_unrestricted_16,"One of my favorites is the Satechi iFit-1 ($19.99 at amazon), which makes watching youtube videos and listening to music on a smartphone so much better.",amazon,youtube,WORSE,NONE,1.0,lex (unique),"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just', 'seems nicer.","[['X/PROPN/compound/> gtk/PROPN/compound/> gtk/PROPN/ROOT/^', 'Y/PROPN/conj/<']]",H1176316564,152
2110,2272,middle_paths_unrestricted_16,"For that, Groovy just offers alternative (better?) syntax over Java.",Groovy,Java,NONE,BETTER,0.6,lex (unique),"Oracle, MySQL.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],M1926920044,68
2111,380,middle_paths_unrestricted_16,The extra Nokia apps give it an edge over Samsung and HTC and L920's design is just better.,Nokia,Samsung,NONE,BETTER,1.0,lex (unique),"If you go with the BMW 328d, you'll have a much easier time finding a"", 'large enough space to park than you will with the Toyota Avalon', 'Hybrid.","[['X/PROPN/compound/> have/VERB/ROOT/^ find/VERB/acl/< with/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> have/VERB/ROOT/^ find/VERB/acl/< with/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",H1113768880,91
2113,1125,middle_paths_unrestricted_16,google+ is simply worse than facebook.,google,facebook,NONE,WORSE,1.0,lex (unique),ps3 could compete with both 360 and wii better.,"[['X/PROPN/nsubj/> compete/VERB/ROOT/^ with/ADP/prep/< 360/NUM/pobj/<', 'Y/PROPN/conj/<']]",M2047101336,38
2117,646,middle_paths_unrestricted_16,GM & Ford have just as good if not better quality that Toyota.,Ford,Toyota,NONE,BETTER,1.0,lex (unique),"Currently the VCF runs on Win32 (Windows 98, Windows NT 4 sp4 or', 'better, Windows 2000 and Windows XP).","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ nt/PROPN/appos/V Y/PROPN/conj/<']]",D541299476,62
2121,942,middle_paths_unrestricted_16,One of the major complaints about Windows Vista was the fact that it was consistently slower than Windows XP .,Windows Vista,Windows XP,BETTER,WORSE,1.0,lex (unique),"Moral disputes are like disputes about whether anchovies on a pizza', 'are better than sausage.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",K1730205971,110
2122,1727,middle_paths_unrestricted_16,"youtube is so much easier, or google.",youtube,google,WORSE,NONE,1.0,lex (unique),"Senior iOS Developer (Objective-C, Swift, C++, Parse Back-end)",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],N2158567283,37
2127,727,middle_paths_unrestricted_16,I like Microsoft better than Sony.,Microsoft,Sony,NONE,BETTER,1.0,lex (unique),"I just started learning Objective-C, should I just learn Swift', 'instead?",[['X/PROPN/nsubj/> learn/VERB/ROOT/^ Y/PROPN/dobj/<']],H1168641784,34
2128,2288,middle_paths_unrestricted_16,But I daresay the soup went better with the beer than a grilled cheese sandwich...,soup,sandwich,NONE,BETTER,1.0,lex (unique),"However, I learnt that pennsylvania has better weather when compared', 'to michigan.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ weather/NOUN/dobj/<', 'compare/VERB/advcl/< to/ADP/prep/< Y/PROPN/pobj/<']]",G975514590,82
2132,1566,middle_paths_unrestricted_16,Or should I have a another Bash at my pure-Python adaptor (as this is easier to support),Bash,Python,BETTER,NONE,1.0,lex (unique),"Dell, Hewlett-Packard, IBM, Lenovo, and Sun Microsystems are among the', 'vendors launching products at the same time Intel officially', 'introduces Nehalem EP server processors, which are based on a new', 'microarchitecture with an integrated memory controller for better', 'performance.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],E563994405,88
2135,1225,middle_paths_unrestricted_16,"And Windows Vista sales are considerably slower than those of its predecessor, Windows XP.",Windows Vista,Windows XP,BETTER,WORSE,1.0,lex (unique),"I have a mixed Objective-C and Swift project that is using cocoapods', 'for dependency management.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",H1143458555,90
2138,630,middle_paths_unrestricted_16,The cement is then prepared by combining the liquid phase with the solid phase and mixing the two until a plastic past is obtained.,cement,plastic,WORSE,NONE,0.6,lex (unique),"But, that Acer does not have a dedicated video card (it's using built"", 'in Intel Graphics instead) and it uses a slightly slower Core i7 4770', 'CPU (versus the slightly faster Core i7 4790 CPU in the Dell config', ""you're looking at).","[['X/PROPN/compound/> graphic/NOUN/ROOT/^ use/VERB/conj/< cpu/NOUN/dobj/<', 'versus/ADP/prep/< cpu/NOUN/pobj/< in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> graphic/NOUN/ROOT/^ use/VERB/conj/< cpu/NOUN/dobj/<', 'versus/ADP/prep/< cpu/NOUN/pobj/< in/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",D409751362,131
2139,210,middle_paths_unrestricted_16,I would do it via USB (assuming that's much faster than Bluetooth).,USB,Bluetooth,NONE,BETTER,1.0,lex (unique),"I had narrowed it down to the Kobo and the Sony PRS -300, and even', 'worse I found out that the Amazon Kindle went down to $190, sitting in', 'the price range of all these devices.",[['NOPATH']],H1137457673,67
2140,1936,middle_paths_unrestricted_16,"For a complicated query, MySQL is faster, but for my current projects, SQLite ""wins"" due to admin simplicity (none required!).",MySQL,SQLite,NONE,WORSE,1.0,lex (unique),"So it would be awesome, but its just easier to pull up Pandora,', 'itunes, or youtube.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",N2241691487,126
2144,1943,middle_paths_unrestricted_16,The Ford is just like a '55 Chevrolet--it's hard to build a better one than what's already been done.,Ford,Chevrolet,BETTER,NONE,1.0,lex (unique),"A migration to Windows 7 will likely be faster, but one to Windows 8', 'will have more longevity - Windows 7 support ends in January 2020,', 'less than 6 years away, and organizations that are so late on Windows', 'XP should not get into the same situation with end of Windows 7', 'support.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ longevity/NOUN/dobj/<', 'end/NOUN/appos/< away/ADV/conj/< organization/NOUN/conj/<', 'be/VERB/relcl/< late/ADV/advmod/< on/ADP/prep/< Y/PROPN/pobj/<']]",B235467808,101
2145,2338,middle_paths_unrestricted_16,I trust Google about 1% better than I do Microsoft.,Google,Microsoft,NONE,BETTER,1.0,lex (unique),"And Ford is quick to point out that's 5 mpg better than its closest"", 'competitor, the Toyota Prius plug-in.","[[""X/PROPN/nsubj/> be/VERB/ROOT/^ '/VERB/conj/< good/ADJ/acomp/<"", 'than/ADP/prep/< competitor/NOUN/pobj/< Y/PROPN/appos/<'], [""X/PROPN/nsubj/> be/VERB/ROOT/^ '/VERB/conj/< good/ADJ/acomp/<"", 'than/ADP/prep/< competitor/NOUN/pobj/< the/DET/det/V Y/PROPN/appos/<']]",B252487507,51
2148,431,middle_paths_unrestricted_16,a really nice phone and far better than ipod 3G.,phone,ipod,NONE,BETTER,0.6,lex (unique),"Survey indicates Windows Phone, Nokia, draws better customer ratings', 'than Android and Samsung","[['X/PROPN/nsubj/> draw/VERB/ROOT/^ rating/NOUN/dobj/< than/ADP/prep/<', 'android/PROPN/pobj/< Y/PROPN/conj/<']]",O2327806358,48
2149,456,middle_paths_unrestricted_16,I have seen PostgreSQL perform much better in areas that Oracle isn't very suitable.,PostgreSQL,Oracle,NONE,BETTER,0.8,lex (unique),And I discovered rubber cement is easier to use than Scotch tape.,[['X/PROPN/compound/> Y/PROPN/ROOT/^']],B256700912,84
2150,573,middle_paths_unrestricted_16,OO in Ruby or Smalltalk is very different than OO in C# or Java.,Smalltalk,Java,BETTER,NONE,1.0,lex (unique),Apple would be better off competing with Nintendo than Sony and MS.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",B326787789,64
2163,1553,middle_paths_unrestricted_16,"With some $18.5 billion in cash, and relatively little debt, Toyota is still in far better shape to weather the downturn than General Motors and Chrysler, which on Friday received $17.4 billion in emergency loans from Washington.",Toyota,Chrysler,NONE,BETTER,1.0,lex (unique),"Nokia CBD is better than this overrated, defective Super Amoled by', 'Samsung.",[['X/PROPN/compound/> be/VERB/ROOT/^ by/ADP/prep/< Y/PROPN/pobj/<']],L1813294597,229
2171,733,middle_paths_unrestricted_16,"In a scary twist that reinforces Valve's distaste for Windows 8 , it turns out that the Source engine - the 3D engine that powers Half Life 2, Left 4 Dead, and Dota 2 - runs faster on Ubuntu 12.04 and OpenGL than Windows 7 and DirectX/Direct3D.",OpenGL,Direct3D,NONE,BETTER,0.8,lex (unique),"Windows 8 is just plain faster than Windows 7 , he says.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",T3184472602,244
2172,860,middle_paths_unrestricted_16,Eclipse versus NetBeans versus Visual Studio .,Eclipse,NetBeans,BETTER,NONE,0.6,lex (unique),"My first attempt at making a sausage sandwich at home was mediocre at', 'best when compared to my drive through experience.",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],L1765571255,46
2174,1999,middle_paths_unrestricted_16,"Need to buy the Sigma dock to unlock fastest autofocus, and even then, it feels slightly slower than my Nikon 70-200 VRII.",Sigma,Nikon,NONE,WORSE,1.0,lex (unique),"Harvey then put the brain into a cider box and stashed it under a beer', 'cooler.",[['X/PROPN/compound/> stash/VERB/ROOT/^ Y/PROPN/pobj/<']],F850039437,122
2177,647,middle_paths_unrestricted_16,The Toyota Tundra gets worse fuel economy than the larger Ford F-150 or Dodge Ram.,Toyota,Ford,BETTER,WORSE,1.0,lex (unique),"Our football, basketball (women's and men's), baseball, softball,"", ""track, tennis, golf programs are vastly superior to Colorado's.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ softball/NOUN/conj/V Y/PROPN/conj/<']]",M1947599835,82
2178,1743,middle_paths_unrestricted_16,"As good as she was in volleyball, I thought she was even better in football,"" Huser said.",volleyball,football,BETTER,NONE,1.0,lex (unique),Adrian Sutil Sauber-Ferrari 14. Kamui Kobayashi Caterham-Renault 15.,[['NOPATH']],A150239212,89
2181,530,middle_paths_unrestricted_16,"Surfing the web on an iphone is far superior, surfing the web on my laptop is far superior still.",iphone,laptop,NONE,BETTER,1.0,lex (unique),"Or maybe even the ipod dock for the Sony DMP... might work better than', 'trying to stream from your laptop.","[['X/ADJ/amod/> work/VERB/ROOT/^ than/ADP/prep/< try/VERB/pcomp/<', 'stream/VERB/xcomp/< from/ADP/prep/< Y/PROPN/pobj/<'], ['X/ADJ/amod/> work/VERB/ROOT/^ than/ADP/prep/< try/VERB/pcomp/<', 'stream/VERB/xcomp/< from/ADP/prep/< your/ADJ/poss/V Y/PROPN/pobj/<']]",M1933632689,97
2183,610,middle_paths_unrestricted_16,After 15+ years of C++/Java and OO we would still all be better off programming in Lisp.,Java,Lisp,NONE,WORSE,0.4,lex (unique),"The increase will better align the M5's performance with more powerful"", 'rivals like the Audi RS 6/RS 7 and 2014 Mercedes-Benz E63 AMG.","[['X/PROPN/compound/> 6/rs/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/compound/> 6/rs/PROPN/ROOT/^ 2014/NUM/nummod/V Y/PROPN/conj/<']]",P2522602561,88
2184,2155,middle_paths_unrestricted_16,"If Leica is ever to produce a non-rangefinder mirrorless full-frame interchangeable-lens camera with an electronic viewfinder, the mythical beast I have been waiting for ever since they discontinued the R line; or if Sony or Fuji or someone is to produce the first non-camcorder full-frame mirrorless; or if I am to toss in the towel and get an EOS; or, better yet, get a Nikon or a Sony and drop a lot of money on Leitax...",Leica,Nikon,BETTER,NONE,1.0,lex (unique),"Acrolinx provides Content Quality Software that enables companies such', 'as Adobe, Dell, Cisco, IBM, Philips, and Siemens to make their content', 'easier to comprehend, cheaper to translate, and easier to find.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ cisco/PROPN/npadvmod/V Y/PROPN/conj/<']]",A135916387,424
2185,527,middle_paths_unrestricted_16,"It is faster and easier then Python, far easier than C++ or C#/Java, etc... Is commonly used as a embedded scripting language, and has a few wonderful libraries to get started with.",Python,Java,NONE,BETTER,1.0,lex (unique),"The Sony X-Series Walkman is a solid device with a sleek, utilitarian', ""design and a unique, engaging interface; it's compatible with both Mac"", 'and Windows and supports podcasts from iTunes and videos from Amazon', 'Unbox; it offers a plethora of features...","[[""X/PROPN/compound/> walkman/PROPN/nsubj/> '/VERB/ROOT/^"", 'podcasts/NOUN/dobj/< from/ADP/prep/< from/ADP/prep/< Y/PROPN/pobj/<']]",Q2717228805,181
2187,2185,middle_paths_unrestricted_16,Are Python people really nicer than Java people ?,Python,Java,NONE,BETTER,1.0,lex (unique),"This multifunction printer offers USB, Ethernet and Wi-Fi', 'connectivity, as well as decent colour quality and a large screen for', 'basic photo editing and photo printing.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],R2856348595,49
2190,1215,middle_paths_unrestricted_16,"Gladow's take: A loss to Florida State is worse than a loss at oregon, true, but Boston College still boasts wins over virginia Tech, Georgia Tech and Wake Forest.",oregon,virginia,WORSE,NONE,0.8,lex (unique),"I bought the USB Ethernet adapter for the Wii, hoping a faster', 'connection over hard-line would help.",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],G1025401201,163
