id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
O2378688427,Ford,BMW,That's quite a bit better than the figures for eco versions of the BMW 1-series and Ford Focus.,"That's quite a bit better than the figures for eco versions of the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> 1-series and <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Focus.",That's quite a bit better than the figures for eco versions of the *BMW* 1-series and §Ford$ Focus.,brands,True,,,False
B326195737,Apple,Amazon,"Apple, Google, Amazon, Microsoft have all changed our lives for the better.","<span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, Google, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, Microsoft have all changed our lives for the better.","*Apple*, Google, §Amazon$, Microsoft have all changed our lives for the better.",brands,True,,,False
P2545731933,Ford,BMW,"The Lincoln MKX is a big crossover SUV.Based on the superb Ford Edge, the luxurious MKX offers features of pricier crossovers from Acura, BMW, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.","The Lincoln MKX is a big crossover SUV.Based on the superb <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Edge, the luxurious MKX offers features of pricier crossovers from Acura, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.","The Lincoln MKX is a big crossover SUV.Based on the superb *Ford* Edge, the luxurious MKX offers features of pricier crossovers from Acura, §BMW$, Infiniti, and Lexus.The MKX is a crossover utility vehicle, meaning it has the roominess and cargo capacity of an SUV but is built like a car for improved fuel economy, a smoother ride and better handling.",brands,True,,,False
G959073052,Honda,Nissan,"Honda, Toyota, Nissan....same as jeep.","<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, Toyota, <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>....same as jeep.","*Honda*, Toyota, §Nissan$....same as jeep.",brands,False,,,False
K1744311369,Samsung,AMD,Motherboard: Biostar TA75A+ Processor: AMD A8-3850 Memory: Corsair XMS3 4GB PSU: Cooler master RS600 SSD: Crucial 64GB C300 HD: Caviar Green WD2000EARS Blu Ray: Samsung Black SH-B123L Case: Lian Li PC-C37B,"Motherboard: Biostar TA75A+ Processor: <span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> A8-3850 Memory: Corsair XMS3 4GB PSU: Cooler master RS600 SSD: Crucial 64GB C300 HD: Caviar Green WD2000EARS Blu Ray: <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Black SH-B123L Case: Lian Li PC-C37B",Motherboard: Biostar TA75A+ Processor: *AMD* A8-3850 Memory: Corsair XMS3 4GB PSU: Cooler master RS600 SSD: Crucial 64GB C300 HD: Caviar Green WD2000EARS Blu Ray: §Samsung$ Black SH-B123L Case: Lian Li PC-C37B,brands,True,,,False
E563978178,Intel,Dell,Dell does get special treatment from Intel but not in the form of better pricing.,"<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> does get special treatment from <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> but not in the form of better pricing.",*Dell* does get special treatment from §Intel$ but not in the form of better pricing.,brands,True,,,False
N2116789419,Microsoft,Amazon,"Root canals aside, Microsoft is still doing better by it's hosted service customers than Amazon, whose multiple EC2 web service outages last year have been met with no public reconciliation.","Root canals aside, <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> is still doing better by it's hosted service customers than <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, whose multiple EC2 web service outages last year have been met with no public reconciliation.","Root canals aside, *Microsoft* is still doing better by it's hosted service customers than §Amazon$, whose multiple EC2 web service outages last year have been met with no public reconciliation.",brands,True,,,False
H1180513746,Toyota,Chrysler,"I listened in horror this week as an extraordinarily well-compensated - and I do mean extraordinarily - D.C. lawyer told me of trading in his 12-year-old Chrysler minivan for a new Toyota that got all of two-miles-per-gallon better gas mileage, all with the help of a federal taxpayer subsidy.","I listened in horror this week as an extraordinarily well-compensated - and I do mean extraordinarily - D.C. lawyer told me of trading in his 12-year-old <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> minivan for a new <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> that got all of two-miles-per-gallon better gas mileage, all with the help of a federal taxpayer subsidy.","I listened in horror this week as an extraordinarily well-compensated - and I do mean extraordinarily - D.C. lawyer told me of trading in his 12-year-old *Chrysler* minivan for a new §Toyota$ that got all of two-miles-per-gallon better gas mileage, all with the help of a federal taxpayer subsidy.",brands,True,,,False
Q2699505571,Ibuprofen,Advil,"These headaches do not get better with migraine medication, and normally don't get better with Ibuprofen/Advil, etc.","These headaches do not get better with migraine medication, and normally don't get better with <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, etc.","These headaches do not get better with migraine medication, and normally don't get better with *Ibuprofen*/§Advil$, etc.",brands,True,,,False
B231963573,Apple,Amazon,"Amazon unveils faster, pricier Kindle Fires to take on Apple","<span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> unveils faster, pricier Kindle Fires to take on <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>","*Amazon* unveils faster, pricier Kindle Fires to take on §Apple$",brands,True,,,False
Q2759350320,IBM,Intel,The weakness of the 90 nm node and the SOI help AMD has from IBM can give AMD sometime to extend its inroads on Intel in the server chip market (and make some decent margins at that).,"The weakness of the 90 nm node and the SOI help AMD has from <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> can give AMD sometime to extend its inroads on <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> in the server chip market (and make some decent margins at that).",The weakness of the 90 nm node and the SOI help AMD has from *IBM* can give AMD sometime to extend its inroads on §Intel$ in the server chip market (and make some decent margins at that).,brands,True,,,False
E640992691,Advil,Motrin,"(e.g., ibuprofen, naproxen, Advil, Motrin, Alleve)","(e.g., ibuprofen, naproxen, <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Alleve)","(e.g., ibuprofen, naproxen, *Advil*, §Motrin$, Alleve)",brands,False,,,False
L1860620564,Apple,Dell,Obviously a LED IPS like the Apple Cinema Display would be far better than the CCFL IPS like my Dell U2311H.,"Obviously a LED IPS like the <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> Cinema Display would be far better than the CCFL IPS like my <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> U2311H.",Obviously a LED IPS like the *Apple* Cinema Display would be far better than the CCFL IPS like my §Dell$ U2311H.,brands,True,,,False
I1358815632,Toyota,Chrysler,"I still think its better value for money than the new Chrysler Voyager diesel(about $20k extra)and the Toyota Tarago which doesnt have the same capabilities and is quite a tired look, in need of a serious revamp.","I still think its better value for money than the new <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> Voyager diesel(about $20k extra)and the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Tarago which doesnt have the same capabilities and is quite a tired look, in need of a serious revamp.","I still think its better value for money than the new *Chrysler* Voyager diesel(about $20k extra)and the §Toyota$ Tarago which doesnt have the same capabilities and is quite a tired look, in need of a serious revamp.",brands,True,,,False
P2556867260,Google,Kingston,"The MediaPad 7 Lite came with other apps already installed like Kingston Office, which is already free in the Google Play app store.","The MediaPad 7 Lite came with other apps already installed like <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> Office, which is already free in the <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Play app store.","The MediaPad 7 Lite came with other apps already installed like *Kingston* Office, which is already free in the §Google$ Play app store.",brands,False,,,False
G992077314,Intel,Hewlett-Packard,HP (Hewlett-Packard) Intel Xeon DP Quad-core E5540 2.53GHz - Processor ...,"HP (<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>) <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Xeon DP Quad-core E5540 2.53GHz - Processor ...",HP (*Hewlett-Packard*) §Intel$ Xeon DP Quad-core E5540 2.53GHz - Processor ...,brands,False,,,False
E623515447,Avaya,Huawei,"During the ""Mobile Vision: Breaking the habit of the desk phone"" session at Interop 2012, analysts from Huawei, Extreme Networks, Cisco Systems and Avaya explored possible paths toward total mobility and mobile UC .","During the ""Mobile Vision: Breaking the habit of the desk phone"" session at Interop 2012, analysts from <span style=""color: #9A14B2; font-weight: bold"">Huawei:[OBJECT_A]</span>, Extreme Networks, Cisco Systems and <span style=""color: #6CB219; font-weight: bold"">Avaya:[OBJECT_B]</span> explored possible paths toward total mobility and mobile UC .","During the ""Mobile Vision: Breaking the habit of the desk phone"" session at Interop 2012, analysts from *Huawei*, Extreme Networks, Cisco Systems and §Avaya$ explored possible paths toward total mobility and mobile UC .",brands,False,,,False
I1340683567,Ferrari,BMW,"Ironically, our Ferrari, lambo, GTRs, bentley is more then BMW //M and MERC AMG.","Ironically, our <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, lambo, GTRs, bentley is more then <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> //M and MERC AMG.","Ironically, our *Ferrari*, lambo, GTRs, bentley is more then §BMW$ //M and MERC AMG.",brands,False,,,False
F740355855,Ford,Nissan,"Ford has indicated in recent monthly sales reports that it believes it could better compete with the Toyota Camry, Honda Accord and Nissan Altima in the midsize sales race if it had better production capacity for the Fusion.","<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> has indicated in recent monthly sales reports that it believes it could better compete with the Toyota Camry, Honda Accord and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Altima in the midsize sales race if it had better production capacity for the Fusion.","*Ford* has indicated in recent monthly sales reports that it believes it could better compete with the Toyota Camry, Honda Accord and §Nissan$ Altima in the midsize sales race if it had better production capacity for the Fusion.",brands,True,,,False
J1457372841,Ferrari,BMW,It's not a Ferrari or a BMW.,"It's not a <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span> or a <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>.",It's not a *Ferrari* or a §BMW$.,brands,False,,,False
T3286620194,Coca-Cola,Pepsi,"μ m) placed directly in the soft drink samples: Pepsi (dotted line), Coca-Cola (solid line), and Schin Cola (short dashed line).","μ m) placed directly in the soft drink samples: <span style=""color: #9A14B2; font-weight: bold"">Pepsi:[OBJECT_A]</span> (dotted line), <span style=""color: #6CB219; font-weight: bold"">Coca-Cola:[OBJECT_B]</span> (solid line), and Schin Cola (short dashed line).","μ m) placed directly in the soft drink samples: *Pepsi* (dotted line), §Coca-Cola$ (solid line), and Schin Cola (short dashed line).",brands,True,,,False
