id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
M2092763242,Oracle,MySQL,Replicating between MySQL and Oracle,"Replicating between <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",Replicating between *MySQL* and §Oracle$,compsci,False,,,False
J1492169620,Ruby,Perl,"It would be really sad, if the Perl (and Ruby) people simply program OOP and say it's simply better, without knowing when and why.","It would be really sad, if the <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> (and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>) people simply program OOP and say it's simply better, without knowing when and why.","It would be really sad, if the *Perl* (and §Ruby$) people simply program OOP and say it's simply better, without knowing when and why.",compsci,True,,,False
T3165855318,MySQL,SQLite,"While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.","While the tutorial implies that using <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> is the easiest path to getting a working app, it's probably easier to use <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> or postgres if you're comfortable with those.","While the tutorial implies that using *SQLite* is the easiest path to getting a working app, it's probably easier to use §MySQL$ or postgres if you're comfortable with those.",compsci,True,,,False
O2326338423,Ruby,Python,"Sure, PHP, Perl, Python, and Ruby are slower than C or C++.","Sure, PHP, Perl, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> are slower than C or C++.","Sure, PHP, Perl, *Python*, and §Ruby$ are slower than C or C++.",compsci,True,,,False
F850958279,Java,Haskell,"Haskell, Eiffel, Java, C# It is decidedly not a goal of this paper to demonstrate that one lan- guage is ""better"" than any other language.","<span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, Eiffel, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, C# It is decidedly not a goal of this paper to demonstrate that one lan- guage is ""better"" than any other language.","*Haskell*, Eiffel, §Java$, C# It is decidedly not a goal of this paper to demonstrate that one lan- guage is ""better"" than any other language.",compsci,True,,,False
D394257774,MySQL,PostgreSQL,But in low traffic sites MySQL/PostgreSQL is better.,"But in low traffic sites <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> is better.",But in low traffic sites *MySQL*/§PostgreSQL$ is better.,compsci,True,,,False
M1988327607,Perl,AWK,"Perl provided a convenient method of rewriting the shell / AWK scripts into a single executable, which not only provided more power and flexibility but also ran faster!","<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> provided a convenient method of rewriting the shell / <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> scripts into a single executable, which not only provided more power and flexibility but also ran faster!","*Perl* provided a convenient method of rewriting the shell / §AWK$ scripts into a single executable, which not only provided more power and flexibility but also ran faster!",compsci,True,,,False
O2326871995,Windows 7,Windows 8,"Sure, Windows 8 maybe slightly faster than Windows 7 but is faster than Windows XP?","Sure, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> maybe slightly faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> but is faster than Windows XP?","Sure, *Windows 8* maybe slightly faster than §Windows 7$ but is faster than Windows XP?",compsci,True,,,False
B328704602,USB,Ethernet,Approximately forty times faster than conventional USB 1.1 10/100M Ethernet on boardLets you easily connect ...,"Approximately forty times faster than conventional <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 1.1 10/100M <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> on boardLets you easily connect ...",Approximately forty times faster than conventional *USB* 1.1 10/100M §Ethernet$ on boardLets you easily connect ...,compsci,True,,,False
F789505566,Java,Ruby,"Functional Knowledge: Java, Ruby, Lua, PHP.","Functional Knowledge: <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, Lua, PHP.","Functional Knowledge: *Java*, §Ruby$, Lua, PHP.",compsci,False,,,False
J1553053666,Oracle,PostgreSQL,"Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, PostgreSQL, sqlite3, Oracle, Db2.","Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, sqlite3, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, Db2.","Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, *PostgreSQL*, sqlite3, §Oracle$, Db2.",compsci,True,,,False
J1430823916,Eclipse,NetBeans,I tried both in Eclipse and NetBeans.,"I tried both in <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",I tried both in *Eclipse* and §NetBeans$.,compsci,False,,,False
H1099630756,Java,PHP,"If they are good, they might find it easier to make an impact on the PHP community than, say, in the Java or .NET community.","If they are good, they might find it easier to make an impact on the <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> community than, say, in the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> or .NET community.","If they are good, they might find it easier to make an impact on the *PHP* community than, say, in the §Java$ or .NET community.",compsci,True,,,False
N2137844702,Java,Scala,Scala enums are inferior to Java enums _and_ are incompatible.,"<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> enums are inferior to <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> enums _and_ are incompatible.",*Scala* enums are inferior to §Java$ enums _and_ are incompatible.,compsci,True,,,False
I1258968300,Windows 7,Windows 8,"In fact, Microsoft says Windows 8 upgrades are faster than Windows 7 updates in 2009.","In fact, Microsoft says <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> upgrades are faster than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> updates in 2009.","In fact, Microsoft says *Windows 8* upgrades are faster than §Windows 7$ updates in 2009.",compsci,True,,,False
L1885501055,Windows 7,Windows 8,"On Balance Microsoft Windows 7 is better than Windows 8"".","On Balance Microsoft <span style=color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>"".",On Balance Microsoft *Windows 7* is better than §Windows 8$.,compsci,True,,,False
T3194670679,Java,Scala,"With most Java code I seldom have to use the source, but for the Scala code it seems easier to start with the source.","With most <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code I seldom have to use the source, but for the <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> code it seems easier to start with the source.","With most *Java* code I seldom have to use the source, but for the §Scala$ code it seems easier to start with the source.",compsci,True,,,False
F749938285,CUDA,OpenCL,"For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like CUDA and OpenCL are ripe for exploitation for a new OS looking to seem faster.","For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> are ripe for exploitation for a new OS looking to seem faster.","For instance, there's a session on GPU acceleration for applications, which is news to me, and although there are no specifics yet, things like *CUDA* and §OpenCL$ are ripe for exploitation for a new OS looking to seem faster.",compsci,True,,,False
B326636012,iOS,Apple TV,"Apple's next generation iPad and iPhone, both due the first half of this year, will pack a new version of the company's custom A4 chip, with dual, faster graphics cores capable of supporting a Retina Display iPad and potentially bringing 1080p HD support to iOS devices, including Apple TV.","Apple's next generation iPad and iPhone, both due the first half of this year, will pack a new version of the company's custom A4 chip, with dual, faster graphics cores capable of supporting a Retina Display iPad and potentially bringing 1080p HD support to <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices, including <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.","Apple's next generation iPad and iPhone, both due the first half of this year, will pack a new version of the company's custom A4 chip, with dual, faster graphics cores capable of supporting a Retina Display iPad and potentially bringing 1080p HD support to *iOS* devices, including §Apple TV$.",compsci,True,,,False
H1204799230,Java,PHP,"I'm into programming languages, and I know many that have better designs than Java and PHP.","I'm into programming languages, and I know many that have better designs than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","I'm into programming languages, and I know many that have better designs than *Java* and §PHP$.",compsci,True,,,False
J1444922437,Python,Lisp,It's easier to pass around named function objects in Python than in just about any language not named Lisp.,"It's easier to pass around named function objects in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> than in just about any language not named <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>.",It's easier to pass around named function objects in *Python* than in just about any language not named §Lisp$.,compsci,True,,,False
F745981169,USB,Bluetooth,For example there is a decent Bluetooth speaker by the bed with a USB charging port.,"For example there is a decent <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> speaker by the bed with a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> charging port.",For example there is a decent *Bluetooth* speaker by the bed with a §USB$ charging port.,compsci,True,,,False
F758485865,Integer,Floating-point,"For some architectures conversion between int and float isn't expensive, and hardware Floating-point division is much faster than software-based Integer division.","For some architectures conversion between int and float isn't expensive, and hardware <span style=""color: #9A14B2; font-weight: bold"">Floating-point:[OBJECT_A]</span> division is much faster than software-based <span style=""color: #6CB219; font-weight: bold"">Integer:[OBJECT_B]</span> division.","For some architectures conversion between int and float isn't expensive, and hardware *Floating-point* division is much faster than software-based §Integer$ division.",compsci,True,,,False
