,caption,gold,id,idr,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
1847,middle_paths_unrestricted_16,ARG,1168.0,H1126028352,1.0,Ruby,JavaScript,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ server/PROPN/conj/V Y/PROPN/conj/<']]",,,NONE,True,196,"It not as verbose as Java would be, there's no monkey-patching like you might see in Ruby, refactoring is much safer than it would be in JavaScript, and it runs on Linux much better than C# would.","If you want a decent, reasonably compliant SQL engine, you'll probably"", 'use Oracle, Microsoft SQL Server, or PostgreSQL."
1848,middle_paths_unrestricted_16,NONE,2228.0,A135678816,1.0,Nissan,Ford,lex (unique),"[['X/PROPN/nsubj/> compete/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> in/ADP/prep/V compete/VERB/ROOT/^ with/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,False,174,For the moment though Gene Smith has to be hoping these problems will go away faster than the Nissan 350z Pryor drives or OSU's future looks more explosive than a Ford Pinto!,"Acquisition of Lotus is expected to put IBM in a better position to', 'compete with Microsoft in the areas of desktop applications and', 'groupware products."
1849,middle_paths_unrestricted_16,NONE,1411.0,O2273370235,1.0,tea,milk,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,False,43,"This tea is much better with milk, I think.","Sources report that Intel original equipment manufacturers such as', 'Hewlett-Packard, Dell, and IBM will probably introduce new laptops', 'that run the faster Pentium 4-M chip at TechXNY."
1851,middle_paths_unrestricted_16,NONE,107.0,O2309312590,0.6,Nvidia,MSI,lex (unique),[['NOPATH']],,,ARG,False,112,"I'm thinking that an AMD 64 Dual Core, 2 gig Ram, Nvidia and one of the better MSI mainboards should do the job.","Strong Java/Scala developer with more than 5 years of experience and a', 'solid mathematician background."
1852,middle_paths_unrestricted_16,ARG,443.0,F810029023,1.0,Cadillac,Lexus,lex (unique),[['X/PROPN/compound/> windforce/PROPN/ROOT/^ vs/ADP/prep/< Y/PROPN/pobj/<']],,,NONE,True,196,"Those numbers, Cadillac points out, are better than the horsepower and torque numbers for comparable V6 engines driving such competitive vehicles as the Mercedes-Benz E-Class and the Lexus ES 350.",Gigabyte Windforce 670 vs Asus DCU II 670
1853,middle_paths_unrestricted_16,NONE,774.0,N2243695144,1.0,georgia,virginia,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/or/CONJ/cc/V Y/PROPN/conj/<']]",,,ARG,True,154,"In these races, the balance is held by quintessential swing and ticket-splitting voters; a georgia-style Republican may run poorly in, say, West virginia.","Solid programming skills in at least one compiled and interpreted', 'language, preferably Python and/or Java."
1855,middle_paths_unrestricted_16,NONE,1502.0,B326196660,1.0,Sony,Amazon,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,False,208,"But while Sony tries to tackle Amazon, the Kindle is currently restricted to the U.S. and its about to be overtaken by other e-readers with superior tech-like Plastic Logic's device, which also supports ePub.","Apple, Google, Microsoft, Amazon, Hewlett-Packard, and Research In', 'Motion all agreed that they would require developers to include', 'privacy policies in their apps, so users would be better informed', 'about how their data was used."
1856,middle_paths_unrestricted_16,ARG,2140.0,H1165220604,1.0,Toyota,Ford,lex (unique),[['X/PROPN/compound/> Y/PROPN/ROOT/^']],,,NONE,False,99,"Generally Toyota appears to build well solid if boring cars, but this is a Ford class failure, e.g.","(ii).The setting time was slower compared to conventional ordinary', 'Portland cement concrete."
1857,middle_paths_unrestricted_16,ARG,1655.0,F835979386,1.0,Bluetooth,USB,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ object/NOUN/appos/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ language/NOUN/appos/V Y/PROPN/dobj/<']]",,,NONE,True,97,It seems to me that sound quality in my XTS is better using Bluetooth than the direct USB hookup.,"Groovy - a very powerful object oriented language that extends Java', 'while making it much easier to use for analytic programmers that are', 'used to languages like SAS."
1858,middle_paths_unrestricted_16,ARG,197.0,O2332618296,0.8,Sony,Dell,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,False,100,"The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.","System Requirements: - Microsoft Windows 7, Windows Vista, Windows XP,', 'Windows 2003, Windows 2000, or Windows ME. - Pentium III Processor or', 'better, Pentium 4 or higher recommended."
1859,middle_paths_unrestricted_16,ARG,2223.0,Q2720222648,0.4,itunes,google,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,False,163,"This change has already started effecting users, many users of services such as itunes had complained of much slower download speeds when using google or Open DNS.","The SSS PTS was developed by SNIA with representatives of more than 40', 'solid state drive (SSD) and storage system companies including Intel,', 'IBM and Seagate."
1860,middle_paths_unrestricted_16,ARG,1047.0,E570038037,1.0,Dell,IBM,lex (unique),"[['X/PROPN/npadvmod/> be/VERB/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/npadvmod/> experience/PROPN/appos/V be/VERB/ROOT/^', 'Y/PROPN/appos/<']]",,,NONE,False,206,"Sun is positioning its Linux products against Red Hat, Inc. and Dell Computer Corp. in the Intel server market, and suggesting how they offer a better strategy than the enterprise offerings from IBM and HP.","Design and develop minor improvements to core Zipcar systems, third', 'party interfaces, web-based systems and internal tools Qualifications:', '2-3 years web development / sustaining engineeing experience Solid', 'foundation in web software development, including HTML, JavaScript,', 'CSS Experience with relational database queries and SQL programming;', 'Oracle PL/SQL is a plus Command of your favorite scripting and server', 'side languages; for example: Ruby, PHP, Perl, Python Familiar with the', 'Linux operating system and utilities"
1862,middle_paths_unrestricted_16,ARG,2091.0,E583369278,1.0,Windows XP,Windows 8,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ slim/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> 320/NUM/nummod/V be/VERB/ROOT/^ slim/ADJ/acomp/<', 'than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ slim/ADJ/acomp/< than/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",,,NONE,False,285,ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,"Dimensions Since the BMW 320 is much slimmer than the Honda Accord', ""Hybrid, it'll be much easier to find a wide enough space in a crowded"", 'parking lot."
1863,middle_paths_unrestricted_16,NONE,549.0,F790367966,1.0,halloween,thanksgiving,lex (unique),"[['X/PROPN/compound/> rivalry/NOUN/ROOT/^ Y/PROPN/npadvmod/<'], ['X/PROPN/compound/> rivalry/NOUN/ROOT/^ solid/ADJ/amod/V', 'Y/PROPN/npadvmod/<']]",,,ARG,True,121,"The weather starts to get cooler, the leaves change color, and halloween leads to thanksgiving, which leads to Christmas.","Fun football rivalry, solid basketball team."
1864,middle_paths_unrestricted_16,ARG,2052.0,E682491354,1.0,stanford,mit,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ nothing/NOUN/conj/V Y/PROPN/pobj/<']]",,,NONE,False,57,Here's Why stanford Startups are Better Than mit Startups,"Exactly like Windows XP and 7 and nothing like Windows 8. but with', 'better performance"
1866,middle_paths_unrestricted_16,ARG,700.0,G921176142,1.0,Windows 7,Windows 8,lex (unique),[['NOPATH']],,,NONE,False,65,I consider Windows 7 very efficient and Windows 8 is even better.,"He speaks great english, but his skills in Java/PHP are even better!"
1867,middle_paths_unrestricted_16,ARG,1379.0,L1859926605,1.0,OpenGL,Direct3D,lex (unique),[['NOPATH']],,,NONE,False,39,But why is OpenGL better than Direct3D?,Object-Oriented (Eiffel/Smalltalk/Java/C++) -- 1c.
1870,middle_paths_unrestricted_16,NONE,2215.0,J1546754182,1.0,Python,PHP,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,148,"If your primary concern is CGI, look for a solid 'Application Framework', there are a variety for perl, Zope in particular for Python, Zend for PHP.",Jeeeshh... Google is worse than Microsoft of the 90s.
1871,middle_paths_unrestricted_16,ARG,1360.0,J1411082644,1.0,Nikon,Leica,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,NONE,False,92,Try shooting a wedding on a manual focus Hasselblad and a Nikon F3 or worse still a Leica ;),It is not really correct to ask why Python is slower than Java/C#.
1873,middle_paths_unrestricted_16,ARG,703.0,M1972573853,0.6,Audi,Mercedes-Benz,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,NONE,True,122,"Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.",pasta is way easier to make than bread.
1874,middle_paths_unrestricted_16,ARG,228.0,L1805190071,1.0,ps2,gamecube,lex (unique),"[['X/PROPN/compound/> d800e/PROPN/compound/> zf.2/PROPN/compound/>', 'd800e/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/compound/> d800e/PROPN/compound/> zf.2/PROPN/compound/>', 'd800e/PROPN/ROOT/^ the/DET/det/V Y/PROPN/conj/<']]",,,NONE,True,177,"Similarly, the ps2 fared better in the marketplace than the technically superior Xbox and gamecube (which was primarily hampered by storage space issues like the N64 before it).","Nikon D800E + Zeiss ZF.2 100mm ƒ/2 Makro-Planar or the Leica 100mm', 'ƒ/2.8 APO-Macro-Elmarit-R (the Zeiss has a flatter field, so it might', 'be a better choice)."
1879,middle_paths_unrestricted_16,NONE,1978.0,A129281079,1.0,PHP,Python,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ wisconsin/PROPN/npadvmod/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ west/PROPN/compound/V Y/PROPN/conj/<']]",,,ARG,False,109,"Worse still: How did I end up with another PHP web application, after swearing an oath of fidelity to Python?","According to the NOAA report , ""Eight states - Illinois, Indiana,', 'Kentucky, michigan, Wisconsin, Ohio, Pennsylvania, and West virginia -', 'had average April temperatures cooler than their March temperatures."
1881,middle_paths_unrestricted_16,NONE,1997.0,P2562200833,1.0,Bluetooth,Ethernet,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ruby/PROPN/conj/V Y/PROPN/conj/<']]",,,ARG,True,111,"We also would have liked to see built-in Bluetooth, support for Ethernet Gigabit, and better-sounding speakers.","The Model-View-Controller (MVC) framework, in its many interpretations', 'for languages such as PHP, Ruby and Python, has made building web', 'sites so much faster."
1882,middle_paths_unrestricted_16,ARG,1289.0,O2288673489,1.0,Ford,Toyota,lex (unique),[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],,,NONE,False,69,There's far better Ford and Chevrolet full sizes than Toyota in 2012.,"SQLite 2.7.6 is often faster (sometimes more than twice as fast) than', 'MySQL 3.23.41"
1883,middle_paths_unrestricted_16,ARG,2209.0,K1600050186,0.8,concrete,metal,lex (unique),"[['X/ADJ/amod/> player/NOUN/ROOT/^ Y/PROPN/conj/<'], ['X/ADJ/amod/> player/NOUN/ROOT/^ an/DET/det/V Y/PROPN/conj/<'], ['X/ADJ/amod/> player/NOUN/ROOT/^ good/ADJ/amod/V Y/PROPN/conj/<']]",,,NONE,True,100,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,"Lang, a talented tennis player and an even better basketball player,', 'liked her busy schedule."
1884,middle_paths_unrestricted_16,ARG,2267.0,M1988308364,1.0,Nokia,Siemens,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",,,NONE,False,333,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Perl is good and I would say better than Python and Ruby.
1886,middle_paths_unrestricted_16,ARG,1872.0,B257259255,1.0,Java,Scala,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,False,128,"That's true, and it's definitely doable in any language, but it's a lot harder in Java than it is in OCaml, Haskell, Scala, etc.","And if Google, Microsoft et al help, even better."
1890,middle_paths_unrestricted_16,NONE,1303.0,M2054184500,0.8,Google,IBM,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ language/NOUN/attr/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,202,"Google is ""excited to partner with IBM to provide resources which will better equip students and researchers to address today's developing computational challenges,"" said the company's CEO Eric Schmidt.",Python is a better language than JavaScript.
1892,middle_paths_unrestricted_16,ARG,962.0,L1813311721,1.0,Haskell,Java,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ maybe/ADV/advmod/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<']]",,,NONE,False,235,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:",Nokia Has Better Maps Than Apple and Maybe Even Google
1893,middle_paths_unrestricted_16,NONE,1567.0,I1364105206,0.8,Intel,Dell,lex (unique),[['NOPATH']],,,ARG,True,138,"But the dual-core Intel Core i3-2100 processor in the Dell Inspiron i620-228NBK managed much faster times: 1:42 in Handbrake, 3:55 in CS5.","It also has a decent selection of\xa030 officially licensed cars,', 'including the 2010 Ford Shelby Mustang GT500, 2010 Nissan GT-R (R35),', '2012 McLaren MP4-12C and more."
1894,middle_paths_unrestricted_16,NONE,1331.0,D506941024,1.0,PHP,JavaScript,lex (unique),[['NOPATH']],,,ARG,True,136,"//we could do some fancy escaping to directly insert the PHP variables //into the JavaScript function call, but this is harder to break.","Compared to VB/PHP - Python/Ruby are much, much better designed', 'languages than PHP/VB."
1895,middle_paths_unrestricted_16,NONE,813.0,B327286615,1.0,volleyball,football,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,False,152,"Soccer beat Saginaw Valley State on Friday, volleyball beat Northwood and Lake Superior State on Friday and Saturday and football beat Ashland Saturday.","Applications: Audi, BMW, Ferrari, Mercedes, Porsche, VW, Volvo $299"
1896,middle_paths_unrestricted_16,NONE,1457.0,R2922266049,1.0,OpenCL,CUDA,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,ARG,True,183,"Convincing them to try OpenCL instead of CUDA, is like trying to convert a Fortran user to C/C++/..., because ""Fortran is on average 10% faster"" (you hear that a lot from these guys).","To make it a little easier, I've done the research the best deals"", 'during halloween, thanksgiving, Christmas and New Years ."
1898,middle_paths_unrestricted_16,NONE,1238.0,N2127897371,0.6,Sony,Apple,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<']]",,,ARG,True,149,"Considering the fact that Nintendo's main competition these days isn't the likes of Sony, but Apple, they really can't afford such a mediocre launch.",Sakura Wars sounded like it'd've been better on the ds than wii too.
1899,middle_paths_unrestricted_16,ARG,648.0,S2978049516,1.0,pistol,knife,lex (unique),[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],,,NONE,False,203,"I know that there are a lot of commandos out there who will tell me that I just need more practice in drawing my pistol quickly, and, although I have practiced, I am still a little faster with the knife.","Update! Web Clipper works great with any site, but saving the sites', 'you might browse most often like LinkedIn, youtube, amazon and Gmail', 'has just gotten better."
1900,middle_paths_unrestricted_16,NONE,1100.0,F764725589,1.0,Intel,Google,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,True,291,"I know Intel aren't renowned for their OpenGL drivers, and I've been messing with driver versions to try to find a decent one that doesn't hobble Google Earth in OpenGL (latest driver kills framerate to 0.2fps from 45) and Celestia (fps c.5) but also works with Orbiter d3D graphics clients.","For this particular UPDATE test, MySQL is consistently five or ten', 'times slower than PostgreSQL and SQLite."
1901,middle_paths_unrestricted_16,NONE,1571.0,I1393211399,1.0,bread,steak,lex (unique),"[['X/ADJ/amod/> taste/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/ADJ/amod/> taste/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'any/DET/det/V Y/PROPN/pobj/<']]",,,ARG,False,146,Your basic material well-being will be easier to maintain when a loaf of Grandma's Automated bread goes for a nickel & steak for 20 cents a pound.,I think this beer tastes better than any juice I've ever had.
1903,middle_paths_unrestricted_16,ARG,1172.0,O2266579681,0.4,Microsoft,Google,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<']]",,,NONE,True,38,Microsoft Says Better Than Google Soon,Sort of tastes like a mediocre cider with a bit of beer added to it.
